"country","country_text_id","year","regions","classification_core","na_count","decision_freedom_trade_off","decision_equality_trade_off","decision_control_trade_off","intermediate_freedom_trade_off","intermediate_equality_trade_off","intermediate_control_trade_off","communication_freedom_trade_off","communication_equality_trade_off","communication_control_trade_off","rights_freedom_trade_off","rights_equality_trade_off","rights_control_trade_off","rule_settlement_freedom_trade_off","rule_settlement_equality_trade_off","rule_settlement_control_trade_off","freedom_dim_index_trade_off","equality_dim_index_trade_off","control_dim_index_trade_off","decision_inst_index_trade_off","intermediate_inst_index_trade_off","communication_inst_index_trade_off","rights_inst_index_trade_off","rule_settlement_inst_index_trade_off","total_index_trade_off"
"Albania","ALB",2007,"Europe","Deficient Democracy",0,0.443614085439894,0.586066269277275,0.462106797639377,0.710387246085443,0.702627970437018,0.916396698320736,0.723395259614792,0.79114408834462,0.757323361714653,0.620168565391285,0.857650872635305,0.609914438683199,0.751431236631219,0.628780338784276,0.711655988167791,0.638638398301267,0.706232089635074,0.67410764105611,0.493436725791902,0.77049182522451,0.756782126765073,0.687115479585108,0.695375580194818,0.672425087279302
"Albania","ALB",2008,"Europe","Deficient Democracy",0,0.443614085439894,0.586066269277275,0.462108952717453,0.710387246085443,0.702627970437018,0.916396698320736,0.723395259614792,0.79114408834462,0.757323361714653,0.627162624075174,0.857650872635305,0.609914438683199,0.751430631588011,0.628780338784276,0.711655988167791,0.640072311872427,0.706232089635074,0.674108269807687,0.493437492853414,0.77049182522451,0.756782126765073,0.689688851189701,0.695375393558808,0.672928178216386
"Albania","ALB",2009,"Europe","Deficient Democracy",0,0.406241674945726,0.736182233441519,0.468949387446011,0.692202377874567,0.718692544253451,0.916396698320736,0.721007117366328,0.793793189703721,0.759918017595691,0.632633231760441,0.857697051172026,0.609914438683199,0.73119655129436,0.57716601560145,0.76639875648839,0.622914800283952,0.730422430923015,0.686657214314183,0.519555475859345,0.769638138873714,0.757654523901059,0.691700799490595,0.68643047920767,0.678548528320927
"Albania","ALB",2010,"Europe","Deficient Democracy",0,0.406241674945726,0.736182233441519,0.468951010918825,0.694460108339431,0.718692544253451,0.916396698320736,0.722524035956981,0.772144914154085,0.772618749114219,0.632633231760441,0.857697051172026,0.602091893022347,0.731196102147094,0.57716601560145,0.758839139213783,0.623582601091834,0.72639423880256,0.685800421179769,0.519556075414606,0.77047399736008,0.755391544325537,0.688730896617325,0.684165935900553,0.677258881833531
"Albania","ALB",2011,"Europe","Deficient Democracy",0,0.406241674945726,0.736182233441519,0.468952586649236,0.694460108339431,0.718692544253451,0.916396698320736,0.722524035956981,0.772144914154085,0.772618749114219,0.632633231760441,0.857697051172026,0.602091893022347,0.731195666208162,0.57716601560145,0.758839139213783,0.623582526735859,0.72639423880256,0.685800882053123,0.519556657337076,0.77047399736008,0.755391544325537,0.688730896617325,0.684165799934006,0.677259006625795
"Albania","ALB",2012,"Europe","Deficient Democracy",0,0.406241674945726,0.736182233441519,0.46895411671271,0.686601059932155,0.718692544253451,0.916396698320736,0.722524035956981,0.772144914154085,0.772618749114219,0.63374885285556,0.857697051172026,0.602091893022347,0.731195242903368,0.57716601560145,0.758839139213783,0.622383910879769,0.72639423880256,0.685801329568518,0.519557222393347,0.767556537298345,0.755391544325537,0.689135507832009,0.684165667907914,0.676824945583127
"Albania","ALB",2013,"Europe","Deficient Democracy",0,0.38921661699231,0.743099425128869,0.492097803760111,0.660353737932545,0.69873420144006,0.724544502879382,0.649632826800257,0.617276998406372,0.631526159146162,0.666906378878346,0.870386047650634,0.720086391830265,0.788511082718967,0.450853586289179,0.73420103112235,0.614754519035019,0.66056763917569,0.653343366820904,0.522111479333786,0.694040108916223,0.632673727642335,0.747688094260806,0.639076390309642,0.64256959237179
"Albania","ALB",2014,"Europe","Deficient Democracy",0,0.38921661699231,0.743099425128869,0.521710770631703,0.66033488464864,0.69873420144006,0.738638013819306,0.654370939914696,0.617276998406372,0.631526159146162,0.666906378878346,0.870386047650634,0.79450523449099,0.788511082718967,0.496875527166792,0.735373833670841,0.615645144285595,0.673534288271819,0.676973311192569,0.532381187395514,0.698504646015226,0.634208143734231,0.772605599925512,0.660472176668133,0.654767686783745
"Albania","ALB",2015,"Europe","Deficient Democracy",0,0.38921661699231,0.743099425128869,0.521710770631703,0.660468600633091,0.69873420144006,0.767485710818183,0.654370939914696,0.617276998406372,0.631526159146162,0.666906378878346,0.870386047650634,0.79450523449099,0.788511082718967,0.497223960084185,0.735373833670841,0.615670075553443,0.673628724686541,0.682180461101204,0.532381187395514,0.707529944728188,0.634208143734231,0.772605599925512,0.660626525502638,0.656481723580689
"Albania","ALB",2016,"Europe","Deficient Democracy",0,0.38921661699231,0.743099425128869,0.521710770631703,0.660093224659723,0.699106343414506,0.755566810695142,0.654370939914696,0.617276998406372,0.631526159146162,0.666906378878346,0.870386047650634,0.79450523449099,0.788511082718967,0.495115967388963,0.735373833670841,0.615600076673426,0.673128258619165,0.680048349816997,0.532381187395514,0.703839760487481,0.634208143734231,0.772605599925512,0.659691622500288,0.655609784498976
"Albania","ALB",2017,"Europe","Deficient Democracy",0,0.404700298046142,0.84708993586616,0.54763394385543,0.661945571938044,0.675240818653784,0.751008231691007,0.679037330308277,0.634702707128957,0.581508170985642,0.713892447075903,0.848271144564636,0.637174557352265,0.777142446698675,0.5187474749523,0.708815925979384,0.632115696451281,0.692930775039832,0.640761713574196,0.572599724981754,0.694984665352234,0.630482844987225,0.728017751550388,0.658663146250405,0.654728118583772
"Argentina","ARG",1916,"Latin America","Deficient Democracy",0,0.619529197483166,0.35447699454827,0.56366963849831,0.719072665370959,0.246637379063632,0.69316837137201,0.778729275174963,0.722932693693239,0.853739902100799,0.574331484892036,0.541607657585067,0.744972996767011,0.41952770898809,0.660453675236662,0.521872429974511,0.60873583311566,0.468656230276198,0.664628207369424,0.49837719193947,0.497229406100576,0.783315371509079,0.614227585879674,0.524874880279825,0.574496442517909
"Argentina","ARG",1917,"Latin America","Deficient Democracy",0,0.619529197483166,0.35447699454827,0.56366963849831,0.766281559106297,0.426263943201547,0.721497285626909,0.830848499396423,0.721381259884146,0.853739902100799,0.574331484892036,0.560221050126542,0.759043553882432,0.408051026617861,0.660453675236662,0.559362158526807,0.621111854924539,0.526170697711085,0.681881551450092,0.49837719193947,0.617685241305565,0.79984179107385,0.625071332703438,0.532210337861154,0.606273342003867
"Argentina","ARG",1918,"Latin America","Deficient Democracy",0,0.619522942193767,0.382093259229404,0.56366963849831,0.766281559106297,0.426263943201547,0.721497285626909,0.818083152940827,0.734493301638964,0.853739902100799,0.574331484892036,0.560221050126542,0.759043553882432,0.408051026617861,0.660453675236662,0.541597155983993,0.619190184756256,0.536052739282357,0.677494227373037,0.510995572823011,0.617685241305565,0.800516503052566,0.625071332703438,0.526515390372667,0.608105681084989
"Argentina","ARG",1919,"Latin America","Deficient Democracy",0,0.619522942193767,0.382093259229404,0.56366963849831,0.766281559106297,0.42709637728309,0.721497285626909,0.761835107706843,0.734493301638964,0.853739902100799,0.574331484892036,0.560221050126542,0.759043553882432,0.408051026617861,0.660453675236662,0.541597155983993,0.61043126624873,0.536261943187953,0.677494227373037,0.510995572823011,0.618087064251674,0.781732439027141,0.625071332703438,0.526515390372667,0.605303403093073
"Argentina","ARG",1920,"Latin America","Deficient Democracy",0,0.622399455421864,0.383823706186405,0.56366963849831,0.766281559106297,0.42754144104946,0.721497285626909,0.812617766584333,0.735335666600422,0.853739902100799,0.574331484892036,0.560221050126542,0.758623537252121,0.408051026617861,0.660453675236662,0.541597155983993,0.618933797252747,0.536981699994632,0.67741923250716,0.512556659339772,0.618301686113062,0.799035070802371,0.624956017056542,0.526515390372667,0.6083503123837
"Argentina","ARG",1921,"Latin America","Deficient Democracy",0,0.622399455421864,0.383823706186405,0.56366963849831,0.766281559106297,0.42754144104946,0.721497285626909,0.812998141328499,0.735335666600422,0.853739902100799,0.574331484892036,0.560221050126542,0.758623537252121,0.51366753020154,0.660453675236662,0.541597155983993,0.64815425136919,0.536981699994632,0.67741923250716,0.512556659339772,0.618301686113062,0.79915972364789,0.624956017056542,0.568504120549458,0.617777083370725
"Argentina","ARG",1922,"Latin America","Deficient Democracy",0,0.644397468447584,0.384657905715478,0.56366963849831,0.766281559106297,0.42754144104946,0.721497285626909,0.812925791000461,0.735410371749909,0.853739902100799,0.569931526891137,0.560221050126542,0.758623537252121,0.506443924937162,0.660453675236662,0.536453117265384,0.649814547734843,0.537225826768004,0.676127502850991,0.518900843883249,0.618301686113062,0.799163078033433,0.623355993162485,0.564029518607898,0.618004501260768
"Argentina","ARG",1923,"Latin America","Deficient Democracy",0,0.644397468447584,0.384657905715478,0.56366963849831,0.76453064895065,0.428838243215805,0.721497285626909,0.812925791000461,0.735410371749909,0.853739902100799,0.578582075095696,0.560221050126542,0.758623537252121,0.520891135465918,0.660453675236662,0.501664607605352,0.655152366250262,0.537551330605695,0.667121504077557,0.518900843883249,0.618454428068108,0.799163078033433,0.62649398217829,0.556759449636981,0.617052900906547
"Argentina","ARG",1924,"Latin America","Deficient Democracy",0,0.695548073738823,0.350892004836554,0.56366963849831,0.76453064895065,0.428838243215805,0.721497285626909,0.821809912315796,0.726237094600812,0.853739902100799,0.578582075095696,0.560221050126542,0.758623537252121,0.528114740730296,0.660453675236662,0.484270352775337,0.668524516295596,0.526440676692269,0.662429742859572,0.516228236632378,0.618454428068108,0.798714914937845,0.62649398217829,0.552780665459766,0.615463355592878
"Argentina","ARG",1925,"Latin America","Deficient Democracy",0,0.695548073738823,0.350892004836554,0.56366963849831,0.76453064895065,0.428838243215805,0.721497285626909,0.821809912315796,0.726237094600812,0.850850894502164,0.578582075095696,0.560221050126542,0.758623537252121,0.528114740730296,0.660453675236662,0.484270352775337,0.668524516295596,0.526440676692269,0.661980809816513,0.516228236632378,0.618454428068108,0.797812961401353,0.62649398217829,0.552780665459766,0.615324289636171
"Argentina","ARG",1926,"Latin America","Deficient Democracy",0,0.547709460205321,0.443748541609215,0.56366963849831,0.76453064895065,0.428838243215805,0.721497285626909,0.833253738340351,0.714420800783652,0.847482202623001,0.578582075095696,0.560221050126542,0.758623537252121,0.528114740730296,0.660453675236662,0.484270352775337,0.639091638545403,0.549942475748544,0.661455794345574,0.515510213991554,0.618454428068108,0.796074994920204,0.62649398217829,0.552780665459766,0.614884777860487
"Argentina","ARG",1927,"Latin America","Deficient Democracy",0,0.547709460205321,0.443748541609215,0.56366963849831,0.76453064895065,0.428838243215805,0.721497285626909,0.833253738340351,0.714420800783652,0.847482202623001,0.578582075095696,0.560221050126542,0.758623537252121,0.528114740730296,0.660453675236662,0.484270352775337,0.639091638545403,0.549942475748544,0.661455794345574,0.515510213991554,0.618454428068108,0.796074994920204,0.62649398217829,0.552780665459766,0.614884777860487
"Argentina","ARG",1928,"Latin America","Deficient Democracy",0,0.598134635905361,0.413294160072973,0.56366963849831,0.76453064895065,0.428838243215805,0.721497285626909,0.820597420611428,0.727489049864632,0.85209371286535,0.578582075095696,0.560221050126542,0.758623537252121,0.279685139325394,0.660453675236662,0.484270352775337,0.571046761761997,0.544146956480512,0.66217408495797,0.518434969179218,0.618454428068108,0.798266657397359,0.62649398217829,0.447232351468152,0.590364207394921
"Argentina","ARG",1929,"Latin America","Deficient Democracy",0,0.598134635905361,0.413294160072973,0.56366963849831,0.764462320749455,0.425548620044169,0.721497285626909,0.820597420611428,0.727489049864632,0.851319676867226,0.574150930104318,0.560221050126542,0.758623537252121,0.279685139325394,0.660453675236662,0.484370993999021,0.570159190971292,0.543309551494287,0.66208125371306,0.518434969179218,0.61685059910721,0.798024870878317,0.624890520254,0.447263330646914,0.589727780889588
"Argentina","ARG",1984,"Latin America","Deficient Democracy",0,0.720377709092247,0.894730701512484,0.599845864582953,0.775448886413547,0.807493960810566,0.841431469733783,0.75354482392907,0.898812193356214,0.845061977389427,0.593670321264523,0.815394391729349,0.776007283542632,0.722705767177519,0.78508181613288,0.537974219204292,0.710143111087355,0.838989727400994,0.708133024402888,0.728502016538928,0.807675799218923,0.830275461481192,0.721538681736109,0.673306232024179,0.750019330548119
"Argentina","ARG",1985,"Latin America","Deficient Democracy",0,0.779476579460573,0.841056970931178,0.599845864582953,0.781955334495191,0.801450618541477,0.841431469733783,0.776118462216886,0.876136925443077,0.846282991921681,0.593670321264523,0.815394391729349,0.776007283542632,0.722705767177519,0.773156728727662,0.537974219204292,0.726915581531473,0.820695185108074,0.708337539917271,0.732637905910288,0.807902878117256,0.831773737687115,0.721538681736109,0.669879737386676,0.750415923147447
"Argentina","ARG",1986,"Latin America","Deficient Democracy",0,0.779476579460573,0.841056970931178,0.599845864582953,0.781955334495191,0.801450618541477,0.841431469733783,0.775960830256785,0.876136925443077,0.846282991921681,0.593670321264523,0.815394391729349,0.776007283542632,0.722705767177519,0.791795038915534,0.537974219204292,0.726886051390473,0.824614434726146,0.708337539917271,0.732637905910288,0.807902878117256,0.831717421970476,0.721538681736109,0.675219931489011,0.751598391863372
"Argentina","ARG",1987,"Latin America","Deficient Democracy",0,0.720548993634323,0.905174547280145,0.599845864582953,0.781955334495191,0.801450618541477,0.841431469733783,0.777381450985869,0.874674354411891,0.899320810666434,0.593670321264523,0.815394391729349,0.776007283542632,0.722705767177519,0.783982999043602,0.534322157478468,0.715809238110278,0.83488368057309,0.716025367629339,0.731383524267383,0.807902878117256,0.84878638259197,0.721538681736109,0.671465623178763,0.753558940188415
"Argentina","ARG",1988,"Latin America","Deficient Democracy",0,0.720548993634323,0.905174547280145,0.599845864582953,0.781955334495191,0.801450618541477,0.841431469733783,0.777381450985869,0.874674354411891,0.899320810666434,0.593670321264523,0.815394391729349,0.776007283542632,0.74299391389133,0.783982999043602,0.498556500438573,0.719783764101814,0.83488368057309,0.706172252267941,0.731383524267383,0.807902878117256,0.84878638259197,0.721538681736109,0.662219697913711,0.751472148234733
"Argentina","ARG",1989,"Latin America","Deficient Democracy",0,0.775186186849174,0.841944026077795,0.599845864582953,0.781955334495191,0.801450618541477,0.841431469733783,0.751184634505744,0.87673007925017,0.925245565645884,0.587423883235082,0.815394391729349,0.776007283542632,0.732849840534425,0.772458975134356,0.53470833837089,0.721872093748983,0.820831109279469,0.720210812729955,0.731548242737443,0.807902878117256,0.847793088371977,0.718999142612611,0.671432655070781,0.752877929471016
"Argentina","ARG",1990,"Latin America","Deficient Democracy",0,0.775186186849174,0.841944026077795,0.599845864582953,0.781955334495191,0.786798649723562,0.83496386964722,0.75562494276883,0.859237288202644,0.903223696403458,0.29909912553859,0.815394391729349,0.67810162833962,0.712561693820614,0.715209317737833,0.523182720259252,0.627922976126091,0.802069801357672,0.693569794194607,0.731548242737443,0.800886694570256,0.837024637252298,0.548899139830259,0.643630094444047,0.704265212572145
"Argentina","ARG",1991,"Latin America","Deficient Democracy",0,0.781046473120653,0.841383296917757,0.599845864582953,0.781955334495191,0.787976040075002,0.839618018259,0.751953689546776,0.861074150122434,0.903223696403458,0.307827667068545,0.793155673320908,0.67810162833962,0.704142467025082,0.70964156926617,0.549958551006106,0.630381734851606,0.796872769551993,0.701307200076381,0.733224233658625,0.802772037030125,0.83626192358084,0.549102757177775,0.65014443284371,0.706263835204604
"Argentina","ARG",1992,"Latin America","Deficient Democracy",0,0.781046473120653,0.841383296917757,0.599845864582953,0.781955334495191,0.814814502188587,0.839618018259,0.743020475505777,0.861074150122434,0.940562756876383,0.307827667068545,0.793155673320908,0.67810162833962,0.704142467025082,0.70964156926617,0.549958551006106,0.628876778494082,0.802228587600386,0.707012005932265,0.733224233658625,0.811784613718352,0.844260305465251,0.549102757177775,0.65014443284371,0.709191454365011
"Argentina","ARG",1993,"Latin America","Deficient Democracy",0,0.752201677889392,0.87226458921109,0.599845864582953,0.781955334495191,0.814814502188587,0.839618018259,0.737895131699573,0.850151192319055,0.940562756876383,0.307827667068545,0.793155673320908,0.67810162833962,0.714166683736643,0.70964156926617,0.532148471941102,0.625062760152567,0.805972323282943,0.702372275999089,0.732837025002374,0.811784613718352,0.838737763374668,0.549102757177775,0.64608622907662,0.707300076276442
"Argentina","ARG",1994,"Latin America","Deficient Democracy",2,0.752949975108364,0.862173298054035,0.599845864582953,0.781955334495191,0.814814502188587,0.839618018259,0.724608881187799,0.879947110020861,0.939461663414262,0.307209204242753,0.793155673320908,0.67810162833962,0.714166683736643,0.70964156926617,0.532148471941102,0.622668801930244,0.809657744020856,0.702207748981716,0.73024196481279,0.811784613718352,0.842971894058366,0.548734772787386,0.64608622907662,0.70741576296137
"Argentina","ARG",1995,"Latin America","Deficient Democracy",0,0.751225852743128,0.873581913832969,0.599845864582953,0.781955334495191,0.814814502188587,0.839618018259,0.716451850587503,0.879360482153414,0.939461663414262,0.36997067691153,0.793155673320908,0.67810162833962,0.724190900448204,0.70964156926617,0.631632898828329,0.646296746593712,0.811680966880108,0.726694715865325,0.732888560342207,0.811784613718352,0.839610134448521,0.583812660499484,0.687256650502621,0.725086431195189
"Argentina","ARG",1996,"Latin America","Deficient Democracy",0,0.751225852743128,0.873581913832969,0.599845864582953,0.781955334495191,0.814814502188587,0.839618018259,0.709406383817382,0.879360482153414,0.940726285608381,0.36997067691153,0.793155673320908,0.67810162833962,0.724190900448204,0.70964156926617,0.612346044605842,0.645020602256991,0.811680966880108,0.722395913375397,0.732888560342207,0.811784613718352,0.837224197976667,0.583812660499484,0.680189112394656,0.723177229354855
"Argentina","ARG",1997,"Latin America","Deficient Democracy",0,0.793627331935092,0.826532636134151,0.599845864582953,0.781955334495191,0.814814502188587,0.839618018259,0.751373994365414,0.835384627492761,0.940726285608381,0.36997067691153,0.793155673320908,0.67810162833962,0.704142467025082,0.70964156926617,0.654753656484038,0.655988933437746,0.79454874076555,0.73213553040152,0.732777451902649,0.811784613718352,0.838948508032717,0.583812660499484,0.689063383805769,0.72533090119355
"Argentina","ARG",1998,"Latin America","Deficient Democracy",0,0.793627331935092,0.826532636134151,0.599845864582953,0.781955334495191,0.814814502188587,0.839618018259,0.75138354150231,0.835384627492761,0.940726285608381,0.380761918739882,0.793155673320908,0.67810162833962,0.724190900448204,0.70964156926617,0.612346044605842,0.663488442577132,0.79454874076555,0.722395913375397,0.732777451902649,0.811784613718352,0.838952061310841,0.589434533257596,0.680189112394656,0.724841519534015
"Argentina","ARG",1999,"Latin America","Deficient Democracy",0,0.704254332707804,0.923031172440126,0.599845864582953,0.781955334495191,0.814814502188587,0.839618018259,0.730541336897683,0.856888122308114,0.940726285608381,0.380761918739882,0.793155673320908,0.690582667166972,0.724190900448204,0.701952761591089,0.612346044605842,0.644187907189822,0.814653846860689,0.725035811028428,0.730570034477413,0.811784613718352,0.838193069730309,0.593028918500042,0.677723620857812,0.724627891093426
"Argentina","ARG",2000,"Latin America","Deficient Democracy",0,0.704254332707804,0.923031172440126,0.599845864582953,0.781955334495191,0.798119710795097,0.861770521404784,0.751894482605055,0.875682083414947,0.962094039922814,0.477856331440509,0.793155673320908,0.698927729947771,0.724190900448204,0.695615153705725,0.658292603277951,0.678021953634878,0.813339131471703,0.744560538209086,0.730570034477413,0.813230900863822,0.858829516742136,0.642238027605316,0.692171464486637,0.743256095408036
"Argentina","ARG",2001,"Latin America","Deficient Democracy",0,0.793269676564742,0.826122430580599,0.599845864582953,0.781955334495191,0.798119710795097,0.861770521404784,0.748378559432063,0.875858405256937,0.962094039922814,0.484569297754785,0.788636727958987,0.697381961122291,0.734215117159765,0.695615153705725,0.663262539550687,0.697558556937793,0.794618143746119,0.745351279405885,0.732546130862526,0.813230900863822,0.857546320214275,0.643528621673182,0.69709602880389,0.74478922159175
"Argentina","ARG",2002,"Latin America","Deficient Democracy",0,0.793269676564742,0.826122430580599,0.599845864582953,0.781955334495191,0.798119710795097,0.861770521404784,0.748378559432063,0.875858405256937,0.877375254832274,0.489045783563047,0.788636727958987,0.61183171156812,0.75209960810394,0.736261336174344,0.616154440833568,0.702214517236904,0.803694635040621,0.702405090149584,0.732546130862526,0.813230900863822,0.831598199042778,0.6179492843083,0.698766881801701,0.734597604292074
"Argentina","ARG",2003,"Latin America","Deficient Democracy",0,0.79150126945579,0.827037504507753,0.599845864582953,0.781955334495191,0.798119710795097,0.841185120887217,0.69158957667996,0.86043993360213,0.896856977770994,0.549109683174211,0.788636727958987,0.611249625444077,0.742075391392379,0.652503737794227,0.638255414740313,0.70520896840391,0.781906386408936,0.706925278034755,0.732271552869211,0.806703340150734,0.811142946875479,0.642073731446753,0.676096229351649,0.730491835208719
"Argentina","ARG",2004,"Latin America","Deficient Democracy",0,0.79150126945579,0.827037504507753,0.636888544521204,0.76658910084603,0.798119710795097,0.841185120887217,0.705864798123804,0.86043993360213,0.894643888931285,0.538506417744682,0.788636727958987,0.611249625444077,0.742075391392379,0.652503737794227,0.638255414740313,0.702546280192927,0.781906386408936,0.715094876872508,0.747044981400516,0.80138415812222,0.816013656954553,0.637914043012637,0.676096229351649,0.732370971080381
"Argentina","ARG",2005,"Latin America","Deficient Democracy",0,0.757752511314715,0.804102055535521,0.636888544521204,0.762433514548623,0.798119710795097,0.858138653153979,0.760052461078076,0.805460706001156,0.894643888931285,0.545662963096648,0.788636727958987,0.611249625444077,0.742075391392379,0.652503737794227,0.654384340192948,0.707927996664877,0.767320346083385,0.721546826770663,0.729402640860628,0.805271804474253,0.818174693761478,0.640727494630069,0.68174397814221,0.731829829877183
"Argentina","ARG",2006,"Latin America","Deficient Democracy",0,0.757752511314715,0.804102055535521,0.636888544521204,0.751246160366254,0.810647833349236,0.864761453132581,0.759179731881957,0.80594024965694,0.893935264425959,0.545662963096648,0.788636727958987,0.610667539320034,0.742075391392379,0.652503737794227,0.654384340192948,0.70567600805777,0.769805924909006,0.722404949110692,0.729402640860628,0.807551580436763,0.817807658919345,0.640524044179743,0.68174397814221,0.732131520174548
"Argentina","ARG",2007,"Latin America","Deficient Democracy",2,0.755986125201325,0.784746139364912,0.636888544521204,0.749545698122373,0.830677679043474,0.864761453132581,0.758699509304723,0.816625108565519,0.863170058979363,0.524072112632788,0.788636727958987,0.593412138795441,0.722026957969257,0.652503737794227,0.683197839482768,0.69544892707007,0.771842861827117,0.719435406596019,0.722939825689212,0.813533909497508,0.811701409019362,0.625952663472669,0.685321410945012,0.728218957085406
"Argentina","ARG",2008,"Latin America","Deficient Democracy",2,0.710984543958091,0.826598566310952,0.636888544521204,0.736086672095026,0.830677679043474,0.864761453132581,0.741262513365589,0.817179524239883,0.87681925714348,0.524072112632788,0.788636727958987,0.526383441731927,0.722026957969257,0.652503737794227,0.673933039266035,0.681304289082936,0.780011370276958,0.702680273038799,0.720674930613612,0.80863513221607,0.809841194597052,0.601436927201725,0.682209435222655,0.720111819579152
