"country","country_text_id","year","regions","classification_core","na_count","decision_freedom_trade_off","decision_equality_trade_off","decision_control_trade_off","intermediate_freedom_trade_off","intermediate_equality_trade_off","intermediate_control_trade_off","communication_freedom_trade_off","communication_equality_trade_off","communication_control_trade_off","rights_freedom_trade_off","rights_equality_trade_off","rights_control_trade_off","rule_settlement_freedom_trade_off","rule_settlement_equality_trade_off","rule_settlement_control_trade_off","freedom","equality","control","decision_inst_index_trade_off","intermediate_inst_index_trade_off","communication_inst_index_trade_off","rights_inst_index_trade_off","rule_settlement_inst_index_trade_off","total_index_trade_off","Cluster2","Cluster3","Cluster4","Cluster5","mp_Cluster2_fEc","mp_Cluster2_Fec","mp_Cluster3_FeC","mp_Cluster3_fEC","mp_Cluster3_FEc","mp_Cluster4_fEc","mp_Cluster4_Fec","mp_Cluster4_fEC","mp_Cluster4_FeC","mp_Cluster5_FEC","mp_Cluster5_fEc","mp_Cluster5_Fec","mp_Cluster5_FeC","mp_Cluster5_fEC"
"Albania","ALB",2007,"Europe","Deficient Democracy",0,0.443614085439894,0.586066269277275,0.462106797639377,0.710387246085443,0.702627970437018,0.916396698320736,0.723395259614792,0.79114408834462,0.757323361714653,0.620168565391285,0.857650872635305,0.609914438683199,0.751431236631219,0.628780338784276,0.711655988167791,0.638638398301267,0.706232089635074,0.67410764105611,0.493436725791902,0.77049182522451,0.756782126765073,0.687115479585108,0.695375580194818,0.672425087279302,"fEc","fEC","fEc","FEC",0.959594397966549,0.0404056020334507,0.0442206336498664,0.673176564175068,0.282602802175066,0.55708385590272,0.124988769789828,0.284074565741216,0.0338528085662367,0.64993248937749,0.19860099841013,0.0446460422100987,0.0178367325785998,0.0889837374236809
"Albania","ALB",2008,"Europe","Deficient Democracy",0,0.443614085439894,0.586066269277275,0.462108952717453,0.710387246085443,0.702627970437018,0.916396698320736,0.723395259614792,0.79114408834462,0.757323361714653,0.627162624075174,0.857650872635305,0.609914438683199,0.751430631588011,0.628780338784276,0.711655988167791,0.640072311872427,0.706232089635074,0.674108269807687,0.493437492853414,0.77049182522451,0.756782126765073,0.689688851189701,0.695375393558808,0.672928178216386,"fEc","fEC","fEc","FEC",0.956412928865463,0.0435870711345373,0.0463069279160307,0.647115234755202,0.306577837328768,0.560390209779109,0.130256828857438,0.274899327931629,0.034453633431824,0.674102031412145,0.184787355748606,0.0431068325263911,0.0169237635396738,0.0810800167731841
"Albania","ALB",2009,"Europe","Deficient Democracy",0,0.406241674945726,0.736182233441519,0.468949387446011,0.692202377874567,0.718692544253451,0.916396698320736,0.721007117366328,0.793793189703721,0.759918017595691,0.632633231760441,0.857697051172026,0.609914438683199,0.73119655129436,0.57716601560145,0.76639875648839,0.622914800283952,0.730422430923015,0.686657214314183,0.519555475859345,0.769638138873714,0.757654523901059,0.691700799490595,0.68643047920767,0.678548528320927,"fEc","fEC","fEc","fEc",0.966103498001873,0.0338965019981265,0.00116770507094485,0.994079102814422,0.00475319211463288,0.479730748374265,0.0654232194689959,0.43050343571953,0.0243425964372092,0.243103805598396,0.435128341779522,0.0467018304970789,0.0232078953859915,0.251858126739012
"Albania","ALB",2010,"Europe","Deficient Democracy",0,0.406241674945726,0.736182233441519,0.468951010918825,0.694460108339431,0.718692544253451,0.916396698320736,0.722524035956981,0.772144914154085,0.772618749114219,0.632633231760441,0.857697051172026,0.602091893022347,0.731196102147094,0.57716601560145,0.758839139213783,0.623582601091834,0.72639423880256,0.685800421179769,0.519556075414606,0.77047399736008,0.755391544325537,0.688730896617325,0.684165935900553,0.677258881833531,"fEc","fEC","fEc","fEc",0.967011081752631,0.032988918247369,0.0019619979089359,0.990008873997032,0.00802912809403258,0.457126418834085,0.0663629004390585,0.451929169060894,0.0245815116659625,0.267157993729266,0.405053526475924,0.0479784999398228,0.0238877879372244,0.255922191917762
"Albania","ALB",2011,"Europe","Deficient Democracy",0,0.406241674945726,0.736182233441519,0.468952586649236,0.694460108339431,0.718692544253451,0.916396698320736,0.722524035956981,0.772144914154085,0.772618749114219,0.632633231760441,0.857697051172026,0.602091893022347,0.731195666208162,0.57716601560145,0.758839139213783,0.623582526735859,0.72639423880256,0.685800882053123,0.519556657337076,0.77047399736008,0.755391544325537,0.688730896617325,0.684165799934006,0.677259006625795,"fEc","fEC","fEc","fEc",0.9670096705677,0.0329903294323004,0.00196178791670471,0.990010031683168,0.00802818040012779,0.457115057383619,0.0663625412839161,0.451940842030828,0.0245815593016363,0.26715732474872,0.405047224320045,0.0479785659455697,0.0238879755364943,0.25592890944917
"Albania","ALB",2012,"Europe","Deficient Democracy",0,0.406241674945726,0.736182233441519,0.46895411671271,0.686601059932155,0.718692544253451,0.916396698320736,0.722524035956981,0.772144914154085,0.772618749114219,0.63374885285556,0.857697051172026,0.602091893022347,0.731195242903368,0.57716601560145,0.758839139213783,0.622383910879769,0.72639423880256,0.685801329568518,0.519557222393347,0.767556537298345,0.755391544325537,0.689135507832009,0.684165667907914,0.676824945583127,"fEc","fEC","fEC","fEc",0.96468914034229,0.0353108596577098,0.00138371682024657,0.993055803728629,0.0055604794511246,0.444593079095319,0.0655222196785306,0.465310090905262,0.0245746103208886,0.260338723965518,0.401894530458953,0.0477813950269605,0.024020359132113,0.265964991416455
"Albania","ALB",2013,"Europe","Deficient Democracy",0,0.38921661699231,0.743099425128869,0.492097803760111,0.660353737932545,0.69873420144006,0.724544502879382,0.649632826800257,0.617276998406372,0.631526159146162,0.666906378878346,0.870386047650634,0.720086391830265,0.788511082718967,0.450853586289179,0.73420103112235,0.614754519035019,0.66056763917569,0.653343366820904,0.522111479333786,0.694040108916223,0.632673727642335,0.747688094260806,0.639076390309642,0.64256959237179,"fEc","fEC","fEC","FEC",0.800458522226981,0.199541477773019,0.0902735745894647,0.571163633673428,0.338562791737107,0.310828879307232,0.166737138044527,0.463631889929647,0.0588020927185934,0.724021169519043,0.100616264473301,0.0469521621893448,0.0239385509194638,0.104471852898848
"Albania","ALB",2014,"Europe","Deficient Democracy",0,0.38921661699231,0.743099425128869,0.521710770631703,0.66033488464864,0.69873420144006,0.738638013819306,0.654370939914696,0.617276998406372,0.631526159146162,0.666906378878346,0.870386047650634,0.79450523449099,0.788511082718967,0.496875527166792,0.735373833670841,0.615645144285595,0.673534288271819,0.676973311192569,0.532381187395514,0.698504646015226,0.634208143734231,0.772605599925512,0.660472176668133,0.654767686783745,"fEc","fEC","fEC","FEC",0.794051445266643,0.205948554733357,0.0797286507523261,0.72896057838716,0.191310770860514,0.134337378261078,0.0634228292075524,0.769999865159446,0.0322399273719235,0.39933069528026,0.142222627150769,0.0575337981939108,0.0393625509353765,0.361550328439684
"Albania","ALB",2015,"Europe","Deficient Democracy",0,0.38921661699231,0.743099425128869,0.521710770631703,0.660468600633091,0.69873420144006,0.767485710818183,0.654370939914696,0.617276998406372,0.631526159146162,0.666906378878346,0.870386047650634,0.79450523449099,0.788511082718967,0.497223960084185,0.735373833670841,0.615670075553443,0.673628724686541,0.682180461101204,0.532381187395514,0.707529944728188,0.634208143734231,0.772605599925512,0.660626525502638,0.656481723580689,"fEc","fEC","fEC","fEC",0.769540252563993,0.230459747436007,0.0884676727678762,0.724122634035947,0.187409693196177,0.098543758225264,0.0487043507980098,0.825482322286273,0.0272695686904528,0.333539616206714,0.130797693041128,0.0551135071323745,0.0409378786056556,0.439611305014128
"Albania","ALB",2016,"Europe","Deficient Democracy",0,0.38921661699231,0.743099425128869,0.521710770631703,0.660093224659723,0.699106343414506,0.755566810695142,0.654370939914696,0.617276998406372,0.631526159146162,0.666906378878346,0.870386047650634,0.79450523449099,0.788511082718967,0.495115967388963,0.735373833670841,0.615600076673426,0.673128258619165,0.680048349816997,0.532381187395514,0.703839760487481,0.634208143734231,0.772605599925512,0.659691622500288,0.655609784498976,"fEc","fEC","fEC","fEC",0.776398060003579,0.223601939996421,0.0862033409918565,0.723556382426226,0.190240276581918,0.111393513512153,0.0545254193480851,0.804545706066068,0.0295353610736935,0.359101915984875,0.135121651037108,0.0564869686398395,0.0408014533050819,0.408488011033096
"Albania","ALB",2017,"Europe","Deficient Democracy",0,0.404700298046142,0.84708993586616,0.54763394385543,0.661945571938044,0.675240818653784,0.751008231691007,0.679037330308277,0.634702707128957,0.581508170985642,0.713892447075903,0.848271144564636,0.637174557352265,0.777142446698675,0.5187474749523,0.708815925979384,0.632115696451281,0.692930775039832,0.640761713574196,0.572599724981754,0.694984665352234,0.630482844987225,0.728017751550388,0.658663146250405,0.654728118583772,"fEc","FEc","fEc","FEC",0.919905917863381,0.0800940821366184,0.0362819302249992,0.236009183720911,0.72770888605409,0.71665770798094,0.160506444300912,0.0985304741963329,0.0243053735218153,0.658409737839262,0.227026887642559,0.0580867863435896,0.014392945226055,0.0420836429485344
"Argentina","ARG",1916,"Latin America","Deficient Democracy",0,0.619529197483166,0.35447699454827,0.56366963849831,0.719072665370959,0.246637379063632,0.69316837137201,0.778729275174963,0.722932693693239,0.853739902100799,0.574331484892036,0.541607657585067,0.744972996767011,0.41952770898809,0.660453675236662,0.521872429974511,0.60873583311566,0.468656230276198,0.664628207369424,0.49837719193947,0.497229406100576,0.783315371509079,0.614227585879674,0.524874880279825,0.574496442517909,"Fec","FeC","FeC","FeC",0.293733377462359,0.706266622537641,0.718378931023001,0.13889440947409,0.142726659502909,0.077662132087438,0.106621040551419,0.128268120155926,0.687448707205217,0.0973165861856758,0.0554521464671155,0.0783923762947192,0.674007184952195,0.0948317061002945
"Argentina","ARG",1917,"Latin America","Deficient Democracy",0,0.619529197483166,0.35447699454827,0.56366963849831,0.766281559106297,0.426263943201547,0.721497285626909,0.830848499396423,0.721381259884146,0.853739902100799,0.574331484892036,0.560221050126542,0.759043553882432,0.408051026617861,0.660453675236662,0.559362158526807,0.621111854924539,0.526170697711085,0.681881551450092,0.49837719193947,0.617685241305565,0.79984179107385,0.625071332703438,0.532210337861154,0.606273342003867,"Fec","FeC","FeC","FeC",0.282711412762296,0.717288587237704,0.728933462688292,0.136985257404324,0.134081279907384,0.0797061530385987,0.10711524594768,0.148790737500743,0.664387863512978,0.114418810575839,0.0593674314513303,0.079912628224073,0.632525731436092,0.113775398312665
"Argentina","ARG",1918,"Latin America","Deficient Democracy",0,0.619522942193767,0.382093259229404,0.56366963849831,0.766281559106297,0.426263943201547,0.721497285626909,0.818083152940827,0.734493301638964,0.853739902100799,0.574331484892036,0.560221050126542,0.759043553882432,0.408051026617861,0.660453675236662,0.541597155983993,0.619190184756256,0.536052739282357,0.677494227373037,0.510995572823011,0.617685241305565,0.800516503052566,0.625071332703438,0.526515390372667,0.608105681084989,"Fec","FeC","FeC","FeC",0.273863440634261,0.726136559365739,0.733854274675057,0.134687470931224,0.131458254393719,0.0815051833494122,0.110048115470845,0.157405000899495,0.651041700280248,0.125245810287336,0.0620032153607136,0.0831511092963819,0.607908884627531,0.121690980428037
"Argentina","ARG",1919,"Latin America","Deficient Democracy",0,0.619522942193767,0.382093259229404,0.56366963849831,0.766281559106297,0.42709637728309,0.721497285626909,0.761835107706843,0.734493301638964,0.853739902100799,0.574331484892036,0.560221050126542,0.759043553882432,0.408051026617861,0.660453675236662,0.541597155983993,0.61043126624873,0.536261943187953,0.677494227373037,0.510995572823011,0.618087064251674,0.781732439027141,0.625071332703438,0.526515390372667,0.605303403093073,"Fec","FeC","FeC","FeC",0.294280047284431,0.705719952715569,0.692574143880852,0.15963656655778,0.147789289561367,0.0943383501284587,0.121368164552454,0.191879458343822,0.592414026975265,0.14291886477124,0.0719493292586646,0.0909652905947793,0.544142696476067,0.150023818899249
"Argentina","ARG",1920,"Latin America","Deficient Democracy",0,0.622399455421864,0.383823706186405,0.56366963849831,0.766281559106297,0.42754144104946,0.721497285626909,0.812617766584333,0.735335666600422,0.853739902100799,0.574331484892036,0.560221050126542,0.758623537252121,0.408051026617861,0.660453675236662,0.541597155983993,0.618933797252747,0.536981699994632,0.67741923250716,0.512556659339772,0.618301686113062,0.799035070802371,0.624956017056542,0.526515390372667,0.6083503123837,"Fec","FeC","FeC","FeC",0.274077170246761,0.725922829753239,0.732226266434722,0.135669003647939,0.132104729917339,0.0823040307490089,0.110937895761001,0.159676968646056,0.647081104843933,0.127056187385218,0.0627161578788068,0.083871895741885,0.602763633585034,0.123592125409057
"Argentina","ARG",1921,"Latin America","Deficient Democracy",0,0.622399455421864,0.383823706186405,0.56366963849831,0.766281559106297,0.42754144104946,0.721497285626909,0.812998141328499,0.735335666600422,0.853739902100799,0.574331484892036,0.560221050126542,0.758623537252121,0.51366753020154,0.660453675236662,0.541597155983993,0.64815425136919,0.536981699994632,0.67741923250716,0.512556659339772,0.618301686113062,0.79915972364789,0.624956017056542,0.568504120549458,0.617777083370725,"Fec","FeC","FeC","FeC",0.21635061906554,0.78364938093446,0.856104450914321,0.0669148660565537,0.0769806830291253,0.0371984644299448,0.058675659854802,0.0610698433721069,0.843056032343146,0.0552387324015275,0.0264245895207319,0.0430768179818993,0.832025136240047,0.0432347238557942
"Argentina","ARG",1922,"Latin America","Deficient Democracy",0,0.644397468447584,0.384657905715478,0.56366963849831,0.766281559106297,0.42754144104946,0.721497285626909,0.812925791000461,0.735410371749909,0.853739902100799,0.569931526891137,0.560221050126542,0.758623537252121,0.506443924937162,0.660453675236662,0.536453117265384,0.649814547734843,0.537225826768004,0.676127502850991,0.518900843883249,0.618301686113062,0.799163078033433,0.623355993162485,0.564029518607898,0.618004501260768,"Fec","FeC","FeC","FeC",0.210162249650948,0.789837750349052,0.867786534942482,0.0609443840339214,0.0712690810235961,0.0332191020574317,0.0532745832524415,0.0538065079006488,0.859699806789478,0.0493333459446097,0.0234425969458289,0.0389920764509865,0.850475753600332,0.0377562270582423
"Argentina","ARG",1923,"Latin America","Deficient Democracy",0,0.644397468447584,0.384657905715478,0.56366963849831,0.76453064895065,0.428838243215805,0.721497285626909,0.812925791000461,0.735410371749909,0.853739902100799,0.578582075095696,0.560221050126542,0.758623537252121,0.520891135465918,0.660453675236662,0.501664607605352,0.655152366250262,0.537551330605695,0.667121504077557,0.518900843883249,0.618454428068108,0.799163078033433,0.62649398217829,0.556759449636981,0.617052900906547,"Fec","FeC","FeC","FeC",0.178796814711856,0.821203185288144,0.922986339711482,0.0338953321993878,0.0431183280891302,0.0158693717637733,0.0277714576650244,0.0240421965133562,0.932316974057846,0.0253442932189133,0.0116182227770916,0.0214711444755613,0.924253952126753,0.0173123874016806
"Argentina","ARG",1924,"Latin America","Deficient Democracy",0,0.695548073738823,0.350892004836554,0.56366963849831,0.76453064895065,0.428838243215805,0.721497285626909,0.821809912315796,0.726237094600812,0.853739902100799,0.578582075095696,0.560221050126542,0.758623537252121,0.528114740730296,0.660453675236662,0.484270352775337,0.668524516295596,0.526440676692269,0.662429742859572,0.516228236632378,0.618454428068108,0.798714914937845,0.62649398217829,0.552780665459766,0.615463355592878,"Fec","FeC","FeC","FeC",0.174040489899589,0.825959510100411,0.93423695329869,0.0278311452690601,0.0379319014322503,0.00454259322626372,0.00847698820318597,0.00628357475247219,0.980696843818078,0.000964098055418073,0.00046070252463594,0.000941604406159962,0.997006098421501,0.000627496592284514
"Argentina","ARG",1925,"Latin America","Deficient Democracy",0,0.695548073738823,0.350892004836554,0.56366963849831,0.76453064895065,0.428838243215805,0.721497285626909,0.821809912315796,0.726237094600812,0.850850894502164,0.578582075095696,0.560221050126542,0.758623537252121,0.528114740730296,0.660453675236662,0.484270352775337,0.668524516295596,0.526440676692269,0.661980809816513,0.516228236632378,0.618454428068108,0.797812961401353,0.62649398217829,0.552780665459766,0.615324289636171,"Fec","FeC","FeC","FeC",0.173123963365374,0.826876036634626,0.935499345840936,0.0272544838911849,0.0372461702678786,0.00425537618048948,0.00796466293031967,0.00587483842886539,0.981905122460325,0.000775845780811408,0.000370313345747405,0.00075964665957319,0.997590949455779,0.000503244758088635
"Argentina","ARG",1926,"Latin America","Deficient Democracy",0,0.547709460205321,0.443748541609215,0.56366963849831,0.76453064895065,0.428838243215805,0.721497285626909,0.833253738340351,0.714420800783652,0.847482202623001,0.578582075095696,0.560221050126542,0.758623537252121,0.528114740730296,0.660453675236662,0.484270352775337,0.639091638545403,0.549942475748544,0.661455794345574,0.515510213991554,0.618454428068108,0.796074994920204,0.62649398217829,0.552780665459766,0.614884777860487,"Fec","FeC","FeC","FeC",0.171895623416771,0.828104376583229,0.891861921616807,0.0486077807818742,0.0595302976013188,0.0431549580918791,0.0731208370834399,0.070992375137249,0.812731829687432,0.0913517328856267,0.0383271842859398,0.0661416838163624,0.743033221241495,0.0611461777705763
"Argentina","ARG",1927,"Latin America","Deficient Democracy",0,0.547709460205321,0.443748541609215,0.56366963849831,0.76453064895065,0.428838243215805,0.721497285626909,0.833253738340351,0.714420800783652,0.847482202623001,0.578582075095696,0.560221050126542,0.758623537252121,0.528114740730296,0.660453675236662,0.484270352775337,0.639091638545403,0.549942475748544,0.661455794345574,0.515510213991554,0.618454428068108,0.796074994920204,0.62649398217829,0.552780665459766,0.614884777860487,"Fec","FeC","FeC","FeC",0.171895623416771,0.828104376583229,0.891861921616807,0.0486077807818742,0.0595302976013188,0.0431549580918791,0.0731208370834399,0.070992375137249,0.812731829687432,0.0913517328856267,0.0383271842859398,0.0661416838163624,0.743033221241495,0.0611461777705763
"Argentina","ARG",1928,"Latin America","Deficient Democracy",0,0.598134635905361,0.413294160072973,0.56366963849831,0.76453064895065,0.428838243215805,0.721497285626909,0.820597420611428,0.727489049864632,0.85209371286535,0.578582075095696,0.560221050126542,0.758623537252121,0.279685139325394,0.660453675236662,0.484270352775337,0.571046761761997,0.544146956480512,0.66217408495797,0.518434969179218,0.618454428068108,0.798266657397359,0.62649398217829,0.447232351468152,0.590364207394921,"Fec","FeC","fEC","FeC",0.377391799064376,0.622608200935625,0.522161887346032,0.275457978035196,0.202380134618772,0.133961346096732,0.142264225041573,0.36235938358114,0.361415045280555,0.198346818595297,0.101828318005352,0.101352102667388,0.30869908942467,0.289773671307293
"Argentina","ARG",1929,"Latin America","Deficient Democracy",0,0.598134635905361,0.413294160072973,0.56366963849831,0.764462320749455,0.425548620044169,0.721497285626909,0.820597420611428,0.727489049864632,0.851319676867226,0.574150930104318,0.560221050126542,0.758623537252121,0.279685139325394,0.660453675236662,0.484370993999021,0.570159190971292,0.543309551494287,0.66208125371306,0.518434969179218,0.61685059910721,0.798024870878317,0.624890520254,0.447263330646914,0.589727780889588,"Fec","FeC","fEC","FeC",0.37870230933814,0.62129769066186,0.521037016859462,0.276367543295736,0.202595439844802,0.134149689550205,0.142140655562459,0.362723190903178,0.360986463984158,0.197626429920494,0.101957938462734,0.101257893087037,0.308448073824555,0.29070966470518
"Argentina","ARG",1984,"Latin America","Deficient Democracy",0,0.720377709092247,0.894730701512484,0.599845864582953,0.775448886413547,0.807493960810566,0.841431469733783,0.75354482392907,0.898812193356214,0.845061977389427,0.593670321264523,0.815394391729349,0.776007283542632,0.722705767177519,0.78508181613288,0.537974219204292,0.710143111087355,0.838989727400994,0.708133024402888,0.728502016538928,0.807675799218923,0.830275461481192,0.721538681736109,0.673306232024179,0.750019330548119,"fEc","FEc","fEc","fEc",0.843419645426613,0.156580354573387,0.073951162114467,0.407855972500255,0.518192865385278,0.738569840729753,0.134152109853341,0.0971803213017684,0.0300977281151383,0.130986830388373,0.718112883809597,0.0739884624417456,0.0201127725156545,0.0567990508446297
