"country","country_text_id","year","regions","na_count","classification_core","freedom","equality","control","cluster_1st","X1","X2","X3","X4","cluster_label_1st"
"Albania","ALB",2016,"Europe",0,"Deficient Democracy",0.615600076673426,0.673128258619165,0.680048349816997,1,0.992299809693114,0.00484036178849805,0.00155517581469996,0.00130465270368743,"fEC"
"Albania","ALB",2017,"Europe",0,"Deficient Democracy",0.632115696451281,0.692930775039832,0.640761713574196,2,0.00220686419328963,0.996173318064352,0.000517239318914296,0.00110257842344377,"fEc"
"Argentina","ARG",1916,"Latin America",0,"Deficient Democracy",0.60873583311566,0.468656230276198,0.664628207369424,3,0.0545811552901892,0.0323323356885808,0.867780592504524,0.0453059165167059,"FeC"
"Argentina","ARG",1917,"Latin America",0,"Deficient Democracy",0.621111854924539,0.526170697711085,0.681881551450092,3,0.0924147934374147,0.0506776854133874,0.792425820915012,0.0644817002341859,"FeC"
"Argentina","ARG",1918,"Latin America",0,"Deficient Democracy",0.619190184756256,0.536052739282357,0.677494227373037,3,0.101722756207703,0.0548312484516613,0.775087415037759,0.0683585803028764,"FeC"
"Argentina","ARG",1919,"Latin America",0,"Deficient Democracy",0.61043126624873,0.536261943187953,0.677494227373037,3,0.130766367055976,0.0669784105484417,0.723488162475814,0.0787670599197679,"FeC"
"Argentina","ARG",1920,"Latin America",0,"Deficient Democracy",0.618933797252747,0.536981699994632,0.67741923250716,3,0.103574465929831,0.055641946445182,0.771687385503197,0.0690962021217898,"FeC"
"Argentina","ARG",1921,"Latin America",0,"Deficient Democracy",0.64815425136919,0.536981699994632,0.67741923250716,3,0.0341094189954916,0.0212633584148296,0.912715760802127,0.0319114617875517,"FeC"
"Argentina","ARG",1922,"Latin America",0,"Deficient Democracy",0.649814547734843,0.537225826768004,0.676127502850991,3,0.029966110455223,0.01890402408153,0.922284548276133,0.0288453171871143,"FeC"
"Argentina","ARG",1923,"Latin America",0,"Deficient Democracy",0.655152366250262,0.537551330605695,0.667121504077557,3,0.0139026870634125,0.00928291870973683,0.961430456001519,0.0153839382253315,"FeC"
"Argentina","ARG",1924,"Latin America",0,"Deficient Democracy",0.668524516295596,0.526440676692269,0.662429742859572,3,0.00346475892259337,0.00247920081850192,0.989474866619822,0.00458117363908282,"FeC"
"Argentina","ARG",1925,"Latin America",0,"Deficient Democracy",0.668524516295596,0.526440676692269,0.661980809816513,3,0.00334879507175978,0.00240003766619102,0.989804646653811,0.00444652060823871,"FeC"
"Argentina","ARG",1926,"Latin America",0,"Deficient Democracy",0.639091638545403,0.549942475748544,0.661455794345574,3,0.0323544509881433,0.0202694268381413,0.916746426226547,0.0306296959471686,"FeC"
"Argentina","ARG",1927,"Latin America",0,"Deficient Democracy",0.639091638545403,0.549942475748544,0.661455794345574,3,0.0323544509881433,0.0202694268381413,0.916746426226547,0.0306296959471686,"FeC"
"Argentina","ARG",1928,"Latin America",0,"Deficient Democracy",0.571046761761997,0.544146956480512,0.66217408495797,3,0.302117802489167,0.117307121877583,0.475178326079139,0.10539674955411,"FeC"
"Argentina","ARG",1929,"Latin America",0,"Deficient Democracy",0.570159190971292,0.543309551494287,0.66208125371306,3,0.303263738648057,0.117532275819402,0.473772098173241,0.105431887359299,"FeC"
"Argentina","ARG",1984,"Latin America",0,"Deficient Democracy",0.710143111087355,0.838989727400994,0.708133024402888,2,0.0211857859155344,0.956570498109919,0.00635256871418914,0.0158911472603571,"fEc"
"Argentina","ARG",1985,"Latin America",0,"Deficient Democracy",0.726915581531473,0.820695185108074,0.708337539917271,2,0.0542458316522464,0.865706967899524,0.0201805906422933,0.0598666098059366,"fEc"
"Argentina","ARG",1986,"Latin America",0,"Deficient Democracy",0.726886051390473,0.824614434726146,0.708337539917271,2,0.0528632192242191,0.870217201827146,0.0194993651195206,0.0574202138291144,"fEc"
"Argentina","ARG",1987,"Latin America",0,"Deficient Democracy",0.715809238110278,0.83488368057309,0.716025367629339,2,0.0181074549072801,0.963559052671361,0.00530019208990558,0.013033300331453,"fEc"
"Argentina","ARG",1988,"Latin America",0,"Deficient Democracy",0.719783764101814,0.83488368057309,0.706172252267941,2,0.040235304138302,0.908168315504138,0.0137256095914039,0.0378707707661557,"fEc"
"Argentina","ARG",1989,"Latin America",0,"Deficient Democracy",0.721872093748983,0.820831109279469,0.720210812729955,2,0.0213992649688961,0.956077789105118,0.00642697145184508,0.0160959744741407,"fEc"
"Argentina","ARG",1990,"Latin America",0,"Deficient Democracy",0.627922976126091,0.802069801357672,0.693569794194607,2,0.0986557714912165,0.864676455347515,0.0137939509248622,0.022873822236406,"fEc"
"Argentina","ARG",1991,"Latin America",0,"Deficient Democracy",0.630381734851606,0.796872769551993,0.701307200076381,2,0.156842977806585,0.794011545745542,0.0191010940717997,0.0300443823760728,"fEc"
"Argentina","ARG",1992,"Latin America",0,"Deficient Democracy",0.628876778494082,0.802228587600386,0.707012005932265,2,0.19221451416389,0.752775939785179,0.0217278729432657,0.0332816731076648,"fEc"
"Argentina","ARG",1993,"Latin America",0,"Deficient Democracy",0.625062760152567,0.805972323282943,0.702372275999089,2,0.158652230096782,0.791874258977144,0.0192454664808119,0.0302280444452627,"fEc"
"Argentina","ARG",1994,"Latin America",2,"Deficient Democracy",0.622055901684496,0.805452143332327,0.702207748981716,2,0.172143505634183,0.776035483900602,0.0202871020389299,0.0315339084262853,"fEc"
"Argentina","ARG",1995,"Latin America",0,"Deficient Democracy",0.646296746593712,0.811680966880108,0.726694715865325,2,0.24946063650229,0.688193196180717,0.0251901223204936,0.0371560449964998,"fEc"
"Argentina","ARG",1996,"Latin America",0,"Deficient Democracy",0.645020602256991,0.811680966880108,0.722395913375397,2,0.213223517406364,0.728788247781595,0.0231051780893302,0.0348830567227108,"fEc"
"Argentina","ARG",1997,"Latin America",0,"Deficient Democracy",0.655988933437746,0.79454874076555,0.73213553040152,2,0.368061795552114,0.561120808923947,0.0297576239467524,0.0410597715771868,"fEc"
"Argentina","ARG",1998,"Latin America",0,"Deficient Democracy",0.663488442577132,0.79454874076555,0.722395913375397,2,0.190311747690368,0.75496614113025,0.0215966588948438,0.0331254522845381,"fEc"
"Argentina","ARG",1999,"Latin America",0,"Deficient Democracy",0.644187907189822,0.814653846860689,0.725035811028428,2,0.229468434134866,0.710473032484344,0.0240838003813389,0.0359747329994517,"fEc"
"Argentina","ARG",2000,"Latin America",0,"Deficient Democracy",0.678021953634878,0.813339131471703,0.744560538209086,2,0.259168106241012,0.677473383645239,0.0256897587654539,0.0376687513482949,"fEc"
"Argentina","ARG",2001,"Latin America",0,"Deficient Democracy",0.697558556937793,0.794618143746119,0.745351279405885,2,0.260364470674447,0.67615657022777,0.0257496758727348,0.0377292832250489,"fEc"
"Argentina","ARG",2002,"Latin America",0,"Deficient Democracy",0.702214517236904,0.803694635040621,0.702405090149584,2,0.0180965514965526,0.96358342186143,0.00529653300229765,0.0130234936397198,"fEc"
"Argentina","ARG",2003,"Latin America",0,"Deficient Democracy",0.70520896840391,0.781906386408936,0.706925278034755,2,0.01463937939864,0.971174343368177,0.0041610142018222,0.010025263031361,"fEc"
"Argentina","ARG",2004,"Latin America",0,"Deficient Democracy",0.702546280192927,0.781906386408936,0.715094876872508,2,0.00224835360964972,0.99616627715416,0.000512012534096286,0.00107335670209439,"fEc"
"Argentina","ARG",2005,"Latin America",0,"Deficient Democracy",0.707927996664877,0.767320346083385,0.721546826770663,2,0.0108056325418012,0.982887082419488,0.00214235965250544,0.0041649253862053,"fEc"
"Argentina","ARG",2006,"Latin America",0,"Deficient Democracy",0.70567600805777,0.769805924909006,0.722404949110692,2,0.0202824443906796,0.968890447729008,0.0037600921337286,0.00706701574658342,"fEc"
"Argentina","ARG",2007,"Latin America",2,"Deficient Democracy",0.691959798770978,0.777580262775369,0.719435406596019,2,0.051217787732273,0.925952198423769,0.00826644601029982,0.0145635678336587,"fEc"
"Argentina","ARG",2008,"Latin America",2,"Deficient Democracy",0.684178739406016,0.789004865786755,0.702680273038799,2,0.00304123200524337,0.994913182213011,0.00066932292371329,0.00137626285803287,"fEc"
"Argentina","ARG",2009,"Latin America",0,"Deficient Democracy",0.678383287955137,0.79052258555157,0.689768524192597,2,0.00433144137015564,0.992159314630749,0.00108865599946614,0.00242058799962904,"fEc"
"Argentina","ARG",2010,"Latin America",0,"Deficient Democracy",0.678154311262511,0.79052258555157,0.687849470389766,2,0.00579912954757165,0.989331194818049,0.00149442292425815,0.00337525271012074,"fEc"
"Argentina","ARG",2011,"Latin America",0,"Deficient Democracy",0.693936216512809,0.793802414753652,0.694233371573994,2,0.017906417925224,0.964007937506998,0.00523280392149088,0.0128528406462876,"fEc"
"Argentina","ARG",2012,"Latin America",0,"Deficient Democracy",0.694194064266458,0.796418001133456,0.690339957123721,2,0.0252185065046376,0.94708341370244,0.00778909847097646,0.0199089813219462,"fEc"
"Argentina","ARG",2013,"Latin America",0,"Deficient Democracy",0.687026518216912,0.748110279568707,0.682266004900064,2,0.0327312543849635,0.928358592989872,0.0106410786748257,0.0282690739503388,"fEc"
"Argentina","ARG",2014,"Latin America",0,"Deficient Democracy",0.687126215650481,0.747704466654765,0.679020966536559,2,0.0430722130586127,0.90010788220858,0.0149562809566299,0.0418636237761777,"fEc"
"Argentina","ARG",2015,"Latin America",0,"Deficient Democracy",0.673725903657515,0.748092723316833,0.690952087801335,2,0.0113693283284277,0.982037282454816,0.00224322950807505,0.00435015970868131,"fEc"
"Argentina","ARG",2016,"Latin America",0,"Working Democracy",0.697475236919601,0.762844066691881,0.780679922866639,1,0.972223131874234,0.0160938748223328,0.00662930333627508,0.00505368996715789,"fEC"
"Argentina","ARG",2017,"Latin America",2,"Deficient Democracy",0.689412718460235,0.743339536045115,0.766789840805862,1,0.933323748509569,0.0357830347498164,0.0181825406544727,0.0127106760861418,"fEC"
"Armenia","ARM",1990,"Post-Soviet States (without EU-members)",2,"Deficient Democracy",0.512488147826938,0.690515371503352,0.440484960532362,2,0.0814616455283986,0.754352211673304,0.0363094522134683,0.127876690584829,"fEc"
"Australia","AUS",1901,"North America incl. AUS+NZ",0,"Deficient Democracy",0.789227625251079,0.62397380052718,0.782116336611257,3,0.00345962309815476,0.00247569634571768,0.989489464587299,0.00457521596882874,"FeC"
"Australia","AUS",1902,"North America incl. AUS+NZ",0,"Deficient Democracy",0.789227625251079,0.628638422394553,0.7852447272448,3,0.00423081799012556,0.00300009365843126,0.987306757198216,0.00546233115322736,"FeC"
"Australia","AUS",1903,"North America incl. AUS+NZ",0,"Working Democracy",0.783917373692815,0.674818077501222,0.82274597931729,3,0.0478992770826678,0.0288193407591139,0.88206169075844,0.0412196913997779,"FeC"
"Australia","AUS",1904,"North America incl. AUS+NZ",0,"Working Democracy",0.783917373692815,0.674818077501222,0.82274597931729,3,0.0478992770826678,0.0288193407591139,0.88206169075844,0.0412196913997779,"FeC"
"Australia","AUS",1905,"North America incl. AUS+NZ",0,"Working Democracy",0.783917373692815,0.674818077501222,0.82274597931729,3,0.0478992770826678,0.0288193407591139,0.88206169075844,0.0412196913997779,"FeC"
"Australia","AUS",1906,"North America incl. AUS+NZ",0,"Working Democracy",0.802185600593221,0.674731916818939,0.82274597931729,3,0.0205697134739406,0.0133770728398832,0.944733524048784,0.0213196896373924,"FeC"
"Australia","AUS",1907,"North America incl. AUS+NZ",0,"Working Democracy",0.802185600593221,0.674731916818939,0.82274597931729,3,0.0205697134739406,0.0133770728398832,0.944733524048784,0.0213196896373924,"FeC"
"Australia","AUS",1908,"North America incl. AUS+NZ",0,"Working Democracy",0.802185600593221,0.674731916818939,0.82274597931729,3,0.0205697134739406,0.0133770728398832,0.944733524048784,0.0213196896373924,"FeC"
"Australia","AUS",1909,"North America incl. AUS+NZ",0,"Working Democracy",0.802159817621234,0.674731916818939,0.82274597931729,3,0.0205981327014861,0.0133941932732245,0.944663860017492,0.0213438140077974,"FeC"
"Australia","AUS",1910,"North America incl. AUS+NZ",0,"Working Democracy",0.818104174532654,0.66357379818255,0.82274597931729,3,0.00755499807421355,0.00521593300694769,0.978129408507414,0.00909966041142475,"FeC"
"Australia","AUS",1911,"North America incl. AUS+NZ",0,"Working Democracy",0.818104174532654,0.66357379818255,0.82274597931729,3,0.00755499807421355,0.00521593300694769,0.978129408507414,0.00909966041142475,"FeC"
"Australia","AUS",1912,"North America incl. AUS+NZ",0,"Working Democracy",0.818104174532654,0.66357379818255,0.82544595035768,3,0.00890723014606094,0.00609866081565761,0.974491530116354,0.0105025789219276,"FeC"
"Australia","AUS",1913,"North America incl. AUS+NZ",0,"Working Democracy",0.786266099867553,0.688630537901313,0.82544595035768,3,0.0549378858142144,0.0325173569010733,0.867027601207593,0.0455171560771191,"FeC"
"Australia","AUS",1914,"North America incl. AUS+NZ",0,"Working Democracy",0.808440830496832,0.663918610510948,0.821274029257849,3,0.0126053679160642,0.00846660669197107,0.964770982126327,0.0141570432656383,"FeC"
"Australia","AUS",1915,"North America incl. AUS+NZ",0,"Working Democracy",0.807112124219731,0.663918610510948,0.821274029257849,3,0.0136099145846566,0.00909930467041933,0.962181442457399,0.0151093382875251,"FeC"
"Australia","AUS",1916,"North America incl. AUS+NZ",0,"Working Democracy",0.787741612128417,0.657407015552358,0.821274029257849,3,0.0332612100402627,0.0207839469272255,0.91465985280472,0.0312949902277921,"FeC"
"Australia","AUS",1917,"North America incl. AUS+NZ",0,"Working Democracy",0.781974218032946,0.642329357139403,0.821274029257849,3,0.0367319300902525,0.0227343346666481,0.906750947326088,0.0337827879170113,"FeC"
"Australia","AUS",1918,"North America incl. AUS+NZ",0,"Working Democracy",0.799202030386258,0.655817736300354,0.822820515861781,3,0.0209830224163418,0.0136258014296255,0.943721535124218,0.0216696410298145,"FeC"
"Australia","AUS",1919,"North America incl. AUS+NZ",0,"Working Democracy",0.813489964261369,0.671148519211089,0.827111693441822,3,0.0132874487562369,0.00889666251591717,0.963010519679654,0.0148053690481916,"FeC"
"Australia","AUS",1920,"North America incl. AUS+NZ",0,"Working Democracy",0.817882877452693,0.671148519211089,0.830083011766855,3,0.0120596612227219,0.00812110968880842,0.966186288302152,0.0136329407863175,"FeC"
"Australia","AUS",1921,"North America incl. AUS+NZ",0,"Working Democracy",0.817882877452693,0.671148519211089,0.830083011766855,3,0.0120596612227219,0.00812110968880842,0.966186288302152,0.0136329407863175,"FeC"
"Australia","AUS",1922,"North America incl. AUS+NZ",0,"Working Democracy",0.81609678317791,0.669666834702471,0.836300138550264,3,0.017824688111644,0.0117106596563514,0.951519756309342,0.0189448959226626,"FeC"
"Australia","AUS",1923,"North America incl. AUS+NZ",0,"Working Democracy",0.81609678317791,0.669666834702471,0.836300138550264,3,0.017824688111644,0.0117106596563514,0.951519756309342,0.0189448959226626,"FeC"
"Australia","AUS",1924,"North America incl. AUS+NZ",0,"Working Democracy",0.810073270052523,0.674940453336566,0.836300138550264,3,0.0246717989341049,0.015821895372697,0.93479475324604,0.0247115524471579,"FeC"
"Australia","AUS",1925,"North America incl. AUS+NZ",0,"Working Democracy",0.813613775859609,0.671774586791877,0.836300138550264,3,0.0204040514605863,0.0132772214537199,0.945139846179859,0.0211788809058352,"FeC"
"Australia","AUS",1926,"North America incl. AUS+NZ",0,"Working Democracy",0.811947913049101,0.671774586791877,0.836300138550264,3,0.0220913825341632,0.0142901017707902,0.941019755643935,0.0225987600511119,"FeC"
"Australia","AUS",1927,"North America incl. AUS+NZ",0,"Working Democracy",0.811947913049101,0.671774586791877,0.836300138550264,3,0.0220913825341632,0.0142901017707902,0.941019755643935,0.0225987600511119,"FeC"
"Australia","AUS",1928,"North America incl. AUS+NZ",0,"Working Democracy",0.798494321616693,0.684812331104655,0.836300138550264,3,0.0443369372469326,0.0269083880611963,0.889819807461766,0.0389348672301049,"FeC"
"Australia","AUS",1929,"North America incl. AUS+NZ",0,"Working Democracy",0.81238319700638,0.67393676767196,0.830083011766855,3,0.0166845052942727,0.0110107944577364,0.954373524503139,0.0179311757448517,"FeC"
"Australia","AUS",1930,"North America incl. AUS+NZ",0,"Working Democracy",0.813962537487833,0.67393676767196,0.830083011766855,3,0.015298608614328,0.0101536824524715,0.957871938258831,0.0166757706743694,"FeC"
"Australia","AUS",1931,"North America incl. AUS+NZ",0,"Working Democracy",0.821307321193948,0.683825720285619,0.830083011766855,3,0.0102877905297112,0.00699015846191227,0.970825946685311,0.0118961043230656,"FeC"
"Australia","AUS",1932,"North America incl. AUS+NZ",0,"Working Democracy",0.818591470105388,0.683825720285619,0.830083011766855,3,0.0122635017830565,0.00825031543491163,0.965656898655089,0.0138292841269427,"FeC"
"Australia","AUS",1933,"North America incl. AUS+NZ",0,"Working Democracy",0.818591470105388,0.683825720285619,0.830083011766855,3,0.0122635017830565,0.00825031543491163,0.965656898655089,0.0138292841269427,"FeC"
"Australia","AUS",1934,"North America incl. AUS+NZ",0,"Working Democracy",0.818711248855113,0.683786427000507,0.830083011766855,3,0.012168540591478,0.00819014610548877,0.965903412026107,0.0137379012769263,"FeC"
"Australia","AUS",1935,"North America incl. AUS+NZ",0,"Working Democracy",0.818711248855113,0.683786427000507,0.830083011766855,3,0.012168540591478,0.00819014610548877,0.965903412026107,0.0137379012769263,"FeC"
"Australia","AUS",1936,"North America incl. AUS+NZ",0,"Working Democracy",0.818711248855113,0.683786427000507,0.830083011766855,3,0.012168540591478,0.00819014610548877,0.965903412026107,0.0137379012769263,"FeC"
"Australia","AUS",1937,"North America incl. AUS+NZ",0,"Working Democracy",0.80478350350682,0.694633533536865,0.836300138550264,3,0.0374171587428022,0.0231159293534969,0.905203551388368,0.0342633605153329,"FeC"
"Australia","AUS",1938,"North America incl. AUS+NZ",0,"Working Democracy",0.80478350350682,0.694633533536865,0.836300138550264,3,0.0374171587428022,0.0231159293534969,0.905203551388368,0.0342633605153329,"FeC"
"Australia","AUS",1939,"North America incl. AUS+NZ",0,"Working Democracy",0.786314122171004,0.694633533536865,0.832922319064821,3,0.0718257059421781,0.0410018140089035,0.83237242616076,0.0548000538881587,"FeC"
"Australia","AUS",1940,"North America incl. AUS+NZ",0,"Working Democracy",0.771100883506989,0.696950926835242,0.826077126735159,3,0.107699144435045,0.0574295402362752,0.764170494280738,0.0707008210479416,"FeC"
"Australia","AUS",1941,"North America incl. AUS+NZ",0,"Working Democracy",0.773133254827021,0.696950926835242,0.826077126735159,3,0.10076983013534,0.0544120524584033,0.776843378799212,0.0679747386070447,"FeC"
"Australia","AUS",1942,"North America incl. AUS+NZ",0,"Working Democracy",0.777252933410362,0.713091440126321,0.826077126735159,3,0.1105704444267,0.0586592400139544,0.758983053161461,0.0717872623978851,"FeC"
"Australia","AUS",1943,"North America incl. AUS+NZ",0,"Working Democracy",0.783712677953503,0.707182986830607,0.819935998696259,3,0.0662827585307815,0.0382745720171224,0.843542379278532,0.0519002901735638,"FeC"
"Australia","AUS",1944,"North America incl. AUS+NZ",0,"Working Democracy",0.785059864175197,0.723443657774382,0.819935998696259,3,0.0809068934907464,0.0453553298369313,0.814466773755068,0.0592710029172542,"FeC"
"Australia","AUS",1945,"North America incl. AUS+NZ",0,"Working Democracy",0.785059864175197,0.723589611072055,0.820603470481053,3,0.0828180543414688,0.0462539960462698,0.81075767806566,0.0601702715466009,"FeC"
"Australia","AUS",1946,"North America incl. AUS+NZ",0,"Working Democracy",0.803960679019373,0.739447405114414,0.813283340995657,3,0.018577106581291,0.0121699848545493,0.949648062523241,0.0196048460409189,"FeC"
"Australia","AUS",1947,"North America incl. AUS+NZ",0,"Working Democracy",0.80473016092245,0.739447405114414,0.813283340995657,3,0.0170381426640535,0.0112283642969907,0.953486104648809,0.0182473883901467,"FeC"
"Australia","AUS",1948,"North America incl. AUS+NZ",0,"Working Democracy",0.80473016092245,0.739447405114414,0.813283340995657,3,0.0170381426640535,0.0112283642969907,0.953486104648809,0.0182473883901467,"FeC"
"Australia","AUS",1949,"North America incl. AUS+NZ",0,"Working Democracy",0.815247924578474,0.72694032256943,0.819374642190994,3,0.00884411783201771,0.00605767727745055,0.974660237399096,0.0104379674914354,"FeC"
"Australia","AUS",1950,"North America incl. AUS+NZ",0,"Working Democracy",0.863432087964425,0.733833288721308,0.81306256802406,3,0.0241156085902415,0.0208717442506135,0.899838839600781,0.0551738075583643,"FeC"
"Australia","AUS",1951,"North America incl. AUS+NZ",0,"Working Democracy",0.84464664389446,0.745812835640211,0.814713947742357,3,0.0132438849536345,0.0109074948310758,0.949839772891293,0.026008847323997,"FeC"
"Australia","AUS",1952,"North America incl. AUS+NZ",0,"Working Democracy",0.849783807020408,0.745812835640211,0.814713947742357,3,0.0172885025747979,0.0145233785658028,0.932136078674307,0.0360520401850918,"FeC"
"Australia","AUS",1953,"North America incl. AUS+NZ",0,"Working Democracy",0.849783807020408,0.745812835640211,0.814713947742357,3,0.0172885025747979,0.0145233785658028,0.932136078674307,0.0360520401850918,"FeC"
"Australia","AUS",1954,"North America incl. AUS+NZ",0,"Working Democracy",0.82761467253033,0.769144224404613,0.814713947742357,3,0.00591713922760784,0.00465244124690061,0.979288571573248,0.0101418479522434,"FeC"
"Australia","AUS",1955,"North America incl. AUS+NZ",0,"Working Democracy",0.867673299526337,0.735567907347892,0.814713947742357,3,0.025846986725573,0.0225305306873444,0.891133656611418,0.060488825975665,"FeC"
"Australia","AUS",1956,"North America incl. AUS+NZ",0,"Working Democracy",0.870545751799641,0.735567907347892,0.814713947742357,3,0.0276828555050413,0.0243114119831598,0.881658692041818,0.0663470404699806,"FeC"
"Australia","AUS",1957,"North America incl. AUS+NZ",0,"Working Democracy",0.870545751799641,0.735567907347892,0.814713947742357,3,0.0276828555050413,0.0243114119831598,0.881658692041818,0.0663470404699806,"FeC"
"Australia","AUS",1958,"North America incl. AUS+NZ",0,"Working Democracy",0.870284987391455,0.735515050605114,0.814713947742357,3,0.0274948739815283,0.0241280102155934,0.882640753020532,0.0657363627823468,"FeC"
"Australia","AUS",1959,"North America incl. AUS+NZ",0,"Working Democracy",0.870284987391455,0.735515050605114,0.814713947742357,3,0.0274948739815283,0.0241280102155934,0.882640753020532,0.0657363627823468,"FeC"
"Australia","AUS",1960,"North America incl. AUS+NZ",0,"Working Democracy",0.870284987391455,0.757371292407016,0.814713947742357,3,0.0392823918709457,0.0361234605636916,0.815040096977502,0.109554050587861,"FeC"
"Australia","AUS",1961,"North America incl. AUS+NZ",0,"Working Democracy",0.858010654927853,0.769543290771394,0.814713947742357,3,0.0388782868364138,0.0356943363288341,0.817588223984235,0.107839152850517,"FeC"
"Australia","AUS",1962,"North America incl. AUS+NZ",0,"Working Democracy",0.858010654927853,0.769543290771394,0.814713947742357,3,0.0388782868364138,0.0356943363288341,0.817588223984235,0.107839152850517,"FeC"
"Australia","AUS",1963,"North America incl. AUS+NZ",0,"Working Democracy",0.87034706345277,0.760819859163417,0.814713947742357,3,0.0415877822447157,0.03859879576335,0.800126493602222,0.119686928389713,"FeC"
"Australia","AUS",1964,"North America incl. AUS+NZ",0,"Working Democracy",0.869455396504939,0.760819859163417,0.814713947742357,3,0.0410010298054062,0.0379643021082366,0.803985046271249,0.117049621815108,"FeC"
"Australia","AUS",1965,"North America incl. AUS+NZ",0,"Working Democracy",0.869455396504939,0.760819859163417,0.814713947742357,3,0.0410010298054062,0.0379643021082366,0.803985046271249,0.117049621815108,"FeC"
"Australia","AUS",1966,"North America incl. AUS+NZ",0,"Working Democracy",0.869157256497588,0.766770035331223,0.814713947742357,3,0.0449879432872601,0.042339927210213,0.776837150005784,0.135834979496743,"FeC"
"Australia","AUS",1967,"North America incl. AUS+NZ",0,"Working Democracy",0.87230488741462,0.774745172778416,0.814713947742357,3,0.0527377663935795,0.0513525915902129,0.716217479636197,0.179692162380011,"FeC"
"Australia","AUS",1968,"North America incl. AUS+NZ",0,"Working Democracy",0.87230488741462,0.775584054971403,0.814713947742357,3,0.0533609785178799,0.0521132692653,0.710746194907432,0.183779557309389,"FeC"
"Australia","AUS",1969,"North America incl. AUS+NZ",0,"Working Democracy",0.859619868930312,0.788143258169184,0.816057908880429,3,0.0550153763032163,0.0541647067585564,0.695656745140395,0.195163171797832,"FeC"
