"country","country_text_id","year","regions","classification_context","freedom","equality","control","cluster_1st","cluster_2nd","X1","X2","X3","X4","cluster_label_1st","cluster_label_2nd"
"Argentina","ARG",1921,"Latin America","Deficient Democracy",0.64815425136919,0.536981699994632,0.67741923250716,3,3,0.0341082746751481,0.0244119062194942,0.898240547343566,0.0432392717617917,"FeC","FeC"
"Argentina","ARG",1922,"Latin America","Deficient Democracy",0.649814547734843,0.537225826768004,0.676127502850991,3,3,0.0302912364788255,0.0218901609008615,0.908297654275748,0.0395209483445649,"FeC","FeC"
"Argentina","ARG",1923,"Latin America","Deficient Democracy",0.655152366250262,0.537551330605695,0.667121504077557,3,3,0.0149189423365433,0.0112922803009735,0.95135347761249,0.0224352997499935,"FeC","FeC"
"Argentina","ARG",1924,"Latin America","Deficient Democracy",0.668524516295596,0.526440676692269,0.662429742859572,3,3,0.00361724840427543,0.00289852122274931,0.986940604434811,0.00654362593816438,"FeC","FeC"
"Argentina","ARG",1925,"Latin America","Deficient Democracy",0.668524516295596,0.526440676692269,0.661980809816513,3,3,0.00346394761318647,0.0027793398980358,0.987462691494323,0.00629402099445506,"FeC","FeC"
"Argentina","ARG",1926,"Latin America","Deficient Democracy",0.639091638545403,0.549942475748544,0.661455794345574,3,3,0.0324968759038477,0.0233521132496342,0.902460120592707,0.0416908902538112,"FeC","FeC"
"Argentina","ARG",1927,"Latin America","Deficient Democracy",0.639091638545403,0.549942475748544,0.661455794345574,3,3,0.0324968759038477,0.0233521132496342,0.902460120592707,0.0416908902538112,"FeC","FeC"
"Argentina","ARG",1984,"Latin America","Deficient Democracy",0.710143111087355,0.838989727400994,0.708133024402888,2,1,0.00902101777737171,0.985437592294113,0.00184888693851282,0.00369250299000227,"fEc","fEc"
"Argentina","ARG",1985,"Latin America","Deficient Democracy",0.726915581531473,0.820695185108074,0.708337539917271,2,1,0.0427293002507013,0.919573317571432,0.0114887638342092,0.0262086183436572,"fEc","fEc"
"Argentina","ARG",1986,"Latin America","Deficient Democracy",0.726886051390473,0.824614434726146,0.708337539917271,2,1,0.0410976023921441,0.923168873540799,0.0109335645897788,0.0247999594772785,"fEc","fEc"
"Argentina","ARG",1987,"Latin America","Deficient Democracy",0.715809238110278,0.83488368057309,0.716025367629339,2,1,0.00679967871074438,0.989186259146811,0.00135135716565897,0.00266270497678615,"fEc","fEc"
"Argentina","ARG",1988,"Latin America","Deficient Democracy",0.719783764101814,0.83488368057309,0.706172252267941,2,1,0.0269229699748418,0.952572853941897,0.00649605104919047,0.0140081250340708,"fEc","fEc"
"Argentina","ARG",1989,"Latin America","Deficient Democracy",0.721872093748983,0.820831109279469,0.720210812729955,2,1,0.00918510396955827,0.985157612453415,0.00188640499090849,0.0037708785861182,"fEc","fEc"
"Argentina","ARG",2000,"Latin America","Deficient Democracy",0.678021953634878,0.813339131471703,0.744560538209086,1,1,0.524725132910815,0.422730069102688,0.0228510043838921,0.0296937936026044,"fEC","fEc"
"Argentina","ARG",2001,"Latin America","Deficient Democracy",0.697558556937793,0.794618143746119,0.745351279405885,1,1,0.526409245880383,0.421082916163268,0.0228426073068658,0.0296652306494835,"fEC","fEc"
"Argentina","ARG",2003,"Latin America","Deficient Democracy",0.70520896840391,0.781906386408936,0.706925278034755,2,1,0.00469717541304877,0.992660671210116,0.000899017188780007,0.00174313618805541,"fEc","fEc"
"Argentina","ARG",2004,"Latin America","Deficient Democracy",0.702546280192927,0.781906386408936,0.715094876872508,2,1,0.0164711232040685,0.977068319999212,0.0023612068917176,0.00409934990500181,"fEc","fEc"
"Argentina","ARG",2005,"Latin America","Deficient Democracy",0.707927996664877,0.767320346083385,0.721546826770663,2,1,0.054770020586648,0.928050252493298,0.00652149714839025,0.0106582297716641,"fEc","fEc"
"Argentina","ARG",2006,"Latin America","Deficient Democracy",0.70567600805777,0.769805924909006,0.722404949110692,2,1,0.0827864673208119,0.893910699871292,0.00899563674733043,0.014307196060566,"fEc","fEc"
"Argentina","ARG",2007,"Latin America","Deficient Democracy",0.692004781449823,0.774149006655505,0.719435406596019,2,1,0.179576565733919,0.782071445277564,0.0153880024942364,0.0229639864942807,"fEc","fEc"
"Argentina","ARG",2011,"Latin America","Deficient Democracy",0.693936216512809,0.793802414753652,0.694233371573994,2,1,0.00666501650486565,0.989410971099901,0.00132183318953204,0.00260217920570128,"fEc","fEc"
"Argentina","ARG",2012,"Latin America","Deficient Democracy",0.694194064266458,0.796418001133456,0.690339957123721,2,1,0.0123038998009685,0.979758483675667,0.00261860724303717,0.00531900928032771,"fEc","fEc"
"Argentina","ARG",2016,"Latin America","Deficient Democracy",0.697475236919601,0.762844066691881,0.780679922866639,1,2,0.865107549977309,0.0754868716805287,0.0339372164362497,0.0254683619059125,"fEC","fEC"
"Argentina","ARG",2017,"Latin America","Deficient Democracy",0.684248142966373,0.73913312215331,0.766789840805862,1,2,0.784772522104808,0.108402135806729,0.063686196588045,0.0431391455004182,"fEC","fEC"
"Australia","AUS",1901,"North America incl. AUS+NZ","Deficient Democracy",0.789227625251079,0.62397380052718,0.782116336611257,3,3,0.00361050958346734,0.00289328635419806,0.986963521835295,0.00653268222703984,"FeC","FeC"
"Australia","AUS",1902,"North America incl. AUS+NZ","Deficient Democracy",0.789227625251079,0.628638422394553,0.7852447272448,3,3,0.0045830838878223,0.00364506189691897,0.983685308092236,0.00808654612302323,"FeC","FeC"
"Australia","AUS",1903,"North America incl. AUS+NZ","Deficient Democracy",0.783917373692815,0.674818077501222,0.82274597931729,3,3,0.0465452601417108,0.0323722775506612,0.866823051148199,0.0542594111594292,"FeC","FeC"
"Australia","AUS",1904,"North America incl. AUS+NZ","Deficient Democracy",0.783917373692815,0.674818077501222,0.82274597931729,3,3,0.0465452601417108,0.0323722775506612,0.866823051148199,0.0542594111594292,"FeC","FeC"
"Australia","AUS",1905,"North America incl. AUS+NZ","Deficient Democracy",0.783917373692815,0.674818077501222,0.82274597931729,3,3,0.0465452601417108,0.0323722775506612,0.866823051148199,0.0542594111594292,"FeC","FeC"
"Australia","AUS",1906,"North America incl. AUS+NZ","Deficient Democracy",0.802185600593221,0.674731916818939,0.82274597931729,3,3,0.0214396119783185,0.0158817378372942,0.932525682208986,0.0301529679754008,"FeC","FeC"
"Australia","AUS",1907,"North America incl. AUS+NZ","Deficient Democracy",0.802185600593221,0.674731916818939,0.82274597931729,3,3,0.0214396119783185,0.0158817378372942,0.932525682208986,0.0301529679754008,"FeC","FeC"
"Australia","AUS",1908,"North America incl. AUS+NZ","Deficient Democracy",0.802185600593221,0.674731916818939,0.82274597931729,3,3,0.0214396119783185,0.0158817378372942,0.932525682208986,0.0301529679754008,"FeC","FeC"
"Australia","AUS",1909,"North America incl. AUS+NZ","Deficient Democracy",0.802159817621234,0.674731916818939,0.82274597931729,3,3,0.0214668930409302,0.0159006283505893,0.932448828990209,0.0301836496182717,"FeC","FeC"
"Australia","AUS",1910,"North America incl. AUS+NZ","Deficient Democracy",0.818104174532654,0.66357379818255,0.82274597931729,3,3,0.00835743095281614,0.00650183582545901,0.971423349532087,0.0137173836896376,"FeC","FeC"
"Australia","AUS",1911,"North America incl. AUS+NZ","Deficient Democracy",0.818104174532654,0.66357379818255,0.82274597931729,3,3,0.00835743095281614,0.00650183582545901,0.971423349532087,0.0137173836896376,"FeC","FeC"
"Australia","AUS",1912,"North America incl. AUS+NZ","Deficient Democracy",0.818104174532654,0.66357379818255,0.82544595035768,3,3,0.00980152760819693,0.00757337299165083,0.966888039931586,0.0157370594685658,"FeC","FeC"
"Australia","AUS",1913,"North America incl. AUS+NZ","Deficient Democracy",0.786266099867553,0.688630537901313,0.82544595035768,3,3,0.0527697897569057,0.0362210761897057,0.851775599036969,0.0592335350164197,"FeC","FeC"
"Australia","AUS",1914,"North America incl. AUS+NZ","Deficient Democracy",0.808440830496832,0.663918610510948,0.821274029257849,3,3,0.0136149432634255,0.0103553355711978,0.955240479191511,0.0207892419738656,"FeC","FeC"
"Australia","AUS",1915,"North America incl. AUS+NZ","Deficient Democracy",0.807112124219731,0.663918610510948,0.821274029257849,3,3,0.0146259019581384,0.0110823231363358,0.952223080450572,0.022068694454954,"FeC","FeC"
"Australia","AUS",1916,"North America incl. AUS+NZ","Deficient Democracy",0.787741612128417,0.657407015552358,0.821274029257849,3,3,0.0333303999261976,0.0239011697646764,0.900272815003095,0.0424956153060311,"FeC","FeC"
"Australia","AUS",1917,"North America incl. AUS+NZ","Deficient Democracy",0.781974218032946,0.642329357139403,0.821274029257849,3,3,0.0365027224831443,0.0259741577617865,0.892037854820168,0.0454852649349009,"FeC","FeC"
"Australia","AUS",1918,"North America incl. AUS+NZ","Deficient Democracy",0.799202030386258,0.655817736300354,0.822820515861781,3,3,0.0218360090033524,0.0161559793601446,0.9314104387994,0.0305975728371028,"FeC","FeC"
"Australia","AUS",1919,"North America incl. AUS+NZ","Deficient Democracy",0.813489964261369,0.671148519211089,0.827111693441822,3,3,0.0143023264986838,0.0108500893887469,0.953185894555687,0.0216616895568824,"FeC","FeC"
"Australia","AUS",1920,"North America incl. AUS+NZ","Deficient Democracy",0.817882877452693,0.671148519211089,0.830083011766855,3,3,0.0130619207850254,0.00995586941555609,0.956902828605819,0.0200793811935991,"FeC","FeC"
"Australia","AUS",1921,"North America incl. AUS+NZ","Deficient Democracy",0.817882877452693,0.671148519211089,0.830083011766855,3,3,0.0130619207850254,0.00995586941555609,0.956902828605819,0.0200793811935991,"FeC","FeC"
"Australia","AUS",1922,"North America incl. AUS+NZ","Deficient Democracy",0.81609678317791,0.669666834702471,0.836300138550264,3,3,0.0187860348016477,0.0140323424512198,0.940073720092202,0.0271079026549305,"FeC","FeC"
"Australia","AUS",1923,"North America incl. AUS+NZ","Deficient Democracy",0.81609678317791,0.669666834702471,0.836300138550264,3,3,0.0187860348016477,0.0140323424512198,0.940073720092202,0.0271079026549305,"FeC","FeC"
"Australia","AUS",1924,"North America incl. AUS+NZ","Deficient Democracy",0.810073270052523,0.674940453336566,0.836300138550264,3,3,0.0253423658722175,0.0185599983456982,0.921674982610012,0.034422653172072,"FeC","FeC"
"Australia","AUS",1925,"North America incl. AUS+NZ","Deficient Democracy",0.813613775859609,0.671774586791877,0.836300138550264,3,3,0.0212805110512533,0.0157715210903299,0.932974178133178,0.0299737897252391,"FeC","FeC"
"Australia","AUS",1926,"North America incl. AUS+NZ","Deficient Democracy",0.811947913049101,0.671774586791877,0.836300138550264,3,3,0.0228953261770259,0.0168863520471948,0.92844507271329,0.0317732490624888,"FeC","FeC"
"Australia","AUS",1927,"North America incl. AUS+NZ","Deficient Democracy",0.811947913049101,0.671774586791877,0.836300138550264,3,3,0.0228953261770259,0.0168863520471948,0.92844507271329,0.0317732490624888,"FeC","FeC"
"Australia","AUS",1928,"North America incl. AUS+NZ","Deficient Democracy",0.798494321616693,0.684812331104655,0.836300138550264,3,3,0.0433660784575266,0.0303727961168542,0.874673478318792,0.0515876471068278,"FeC","FeC"
"Australia","AUS",1929,"North America incl. AUS+NZ","Deficient Democracy",0.81238319700638,0.67393676767196,0.830083011766855,3,3,0.0176719970536008,0.0132486375796548,0.943287469154131,0.0257918962126137,"FeC","FeC"
"Australia","AUS",1930,"North America incl. AUS+NZ","Deficient Democracy",0.813962537487833,0.67393676767196,0.830083011766855,3,3,0.0163071236887201,0.0122823227031154,0.947263475246147,0.0241470783620175,"FeC","FeC"
"Australia","AUS",1931,"North America incl. AUS+NZ","Deficient Democracy",0.821307321193948,0.683825720285619,0.830083011766855,3,3,0.0112447973548652,0.00863401139820404,0.962427129519092,0.0176940617278389,"FeC","FeC"
"Australia","AUS",1932,"North America incl. AUS+NZ","Deficient Democracy",0.818591470105388,0.683825720285619,0.830083011766855,3,3,0.0132688273182593,0.0101054749985024,0.956279885540046,0.0203458121431928,"FeC","FeC"
"Australia","AUS",1933,"North America incl. AUS+NZ","Deficient Democracy",0.818591470105388,0.683825720285619,0.830083011766855,3,3,0.0132688273182593,0.0101054749985024,0.956279885540046,0.0203458121431928,"FeC","FeC"
"Australia","AUS",1934,"North America incl. AUS+NZ","Deficient Democracy",0.818711248855113,0.683786427000507,0.830083011766855,3,3,0.0131724881769302,0.010035838615971,0.956569789011419,0.0202218841956801,"FeC","FeC"
"Australia","AUS",1935,"North America incl. AUS+NZ","Deficient Democracy",0.818711248855113,0.683786427000507,0.830083011766855,3,3,0.0131724881769302,0.010035838615971,0.956569789011419,0.0202218841956801,"FeC","FeC"
"Australia","AUS",1936,"North America incl. AUS+NZ","Deficient Democracy",0.818711248855113,0.683786427000507,0.830083011766855,3,3,0.0131724881769302,0.010035838615971,0.956569789011419,0.0202218841956801,"FeC","FeC"
"Australia","AUS",1937,"North America incl. AUS+NZ","Deficient Democracy",0.80478350350682,0.694633533536865,0.836300138550264,3,3,0.0371258457856107,0.0263783048783013,0.890436466198262,0.0460593831378261,"FeC","FeC"
"Australia","AUS",1938,"North America incl. AUS+NZ","Deficient Democracy",0.80478350350682,0.694633533536865,0.836300138550264,3,3,0.0371258457856107,0.0263783048783013,0.890436466198262,0.0460593831378261,"FeC","FeC"
"Australia","AUS",1939,"North America incl. AUS+NZ","Deficient Democracy",0.786314122171004,0.694633533536865,0.832922319064821,3,3,0.0674519957036143,0.0449756068368017,0.817792365953084,0.0697800315065005,"FeC","FeC"
"Australia","AUS",1940,"North America incl. AUS+NZ","Deficient Democracy",0.771100883506989,0.696950926835242,0.826077126735159,3,3,0.0978065370723148,0.0617786534598965,0.753059983050823,0.0873548264169654,"FeC","FeC"
"Australia","AUS",1941,"North America incl. AUS+NZ","Deficient Democracy",0.773133254827021,0.696950926835242,0.826077126735159,3,3,0.0920122656600083,0.0586973844321738,0.764913069076463,0.0843772808313545,"FeC","FeC"
"Australia","AUS",1942,"North America incl. AUS+NZ","Working Democracy",0.777252933410362,0.713091440126321,0.826077126735159,3,3,0.100199455137622,0.0630345510882123,0.748227870382861,0.0885381233913051,"FeC","FeC"
"Australia","AUS",1943,"North America incl. AUS+NZ","Working Democracy",0.783712677953503,0.707182986830607,0.819935998696259,3,3,0.0626675224782407,0.0421707760711223,0.82864966980724,0.0665120316433975,"FeC","FeC"
"Australia","AUS",1944,"North America incl. AUS+NZ","Working Democracy",0.785059864175197,0.723443657774382,0.819935998696259,3,3,0.0752282952184915,0.0494399760807745,0.800554945097466,0.0747767836032678,"FeC","FeC"
"Australia","AUS",1945,"North America incl. AUS+NZ","Working Democracy",0.785059864175197,0.723589611072055,0.820603470481053,3,3,0.0768558629159959,0.0503599643249691,0.797008087902369,0.075776084856666,"FeC","FeC"
"Australia","AUS",1946,"North America incl. AUS+NZ","Working Democracy",0.803960679019373,0.739447405114414,0.813283340995657,3,3,0.0195172044031919,0.0145443265918324,0.937979232818041,0.0279592361869348,"FeC","FeC"
"Australia","AUS",1947,"North America incl. AUS+NZ","Working Democracy",0.80473016092245,0.739447405114414,0.813283340995657,3,3,0.0180183381729858,0.013492757645002,0.942285384730135,0.0262035194518773,"FeC","FeC"
"Australia","AUS",1948,"North America incl. AUS+NZ","Working Democracy",0.80473016092245,0.739447405114414,0.813283340995657,3,3,0.0180183381729858,0.013492757645002,0.942285384730135,0.0262035194518773,"FeC","FeC"
"Australia","AUS",1949,"North America incl. AUS+NZ","Working Democracy",0.815247924578474,0.72694032256943,0.819374642190994,3,3,0.00973486253297135,0.00752413953105483,0.967095769028927,0.0156452289070467,"FeC","FeC"
"Australia","AUS",1950,"North America incl. AUS+NZ","Working Democracy",0.863432087964425,0.733833288721308,0.81306256802406,3,3,0.0183950153014396,0.0172961347038894,0.904029266822909,0.0602795831717618,"FeC","FeC"
"Australia","AUS",1951,"North America incl. AUS+NZ","Working Democracy",0.84464664389446,0.745812835640211,0.814713947742357,3,3,0.00896029565298206,0.00807715846700956,0.9581794674178,0.0247830784622088,"FeC","FeC"
"Australia","AUS",1952,"North America incl. AUS+NZ","Working Democracy",0.849783807020408,0.745812835640211,0.814713947742357,3,3,0.0124042926242949,0.0113710321407505,0.939566417905019,0.036658257329936,"FeC","FeC"
"Australia","AUS",1953,"North America incl. AUS+NZ","Working Democracy",0.849783807020408,0.745812835640211,0.814713947742357,3,3,0.0124042926242949,0.0113710321407505,0.939566417905019,0.036658257329936,"FeC","FeC"
"Australia","AUS",1954,"North America incl. AUS+NZ","Working Democracy",0.82761467253033,0.769144224404613,0.814713947742357,3,3,0.00316168412201095,0.00274073111519658,0.986558420199461,0.0075391645633318,"FeC","FeC"
"Australia","AUS",1955,"North America incl. AUS+NZ","Working Democracy",0.867673299526337,0.735567907347892,0.814713947742357,3,3,0.0199363022124775,0.0188599267801083,0.894191719216794,0.0670120517906204,"FeC","FeC"
"Australia","AUS",1956,"North America incl. AUS+NZ","Working Democracy",0.870545751799641,0.735567907347892,0.814713947742357,3,3,0.0215766733372224,0.020542164711485,0.883383110910282,0.074498051041011,"FeC","FeC"
"Australia","AUS",1957,"North America incl. AUS+NZ","Working Democracy",0.870545751799641,0.735567907347892,0.814713947742357,3,3,0.0215766733372224,0.020542164711485,0.883383110910282,0.074498051041011,"FeC","FeC"
"Australia","AUS",1958,"North America incl. AUS+NZ","Working Democracy",0.870284987391455,0.735515050605114,0.814713947742357,3,3,0.0214084724935581,0.0203688128896617,0.884507995851883,0.0737147187648973,"FeC","FeC"
"Australia","AUS",1959,"North America incl. AUS+NZ","Working Democracy",0.870284987391455,0.735515050605114,0.814713947742357,3,3,0.0214084724935581,0.0203688128896617,0.884507995851883,0.0737147187648973,"FeC","FeC"
"Australia","AUS",1960,"North America incl. AUS+NZ","Working Democracy",0.870284987391455,0.757371292407016,0.814713947742357,3,3,0.0319763053597172,0.0316694602723237,0.80513268608559,0.131221548282369,"FeC","FeC"
"Australia","AUS",1961,"North America incl. AUS+NZ","Working Democracy",0.858010654927853,0.769543290771394,0.814713947742357,3,3,0.0316157464734939,0.0312689965287925,0.808182832342014,0.1289324246557,"FeC","FeC"
"Australia","AUS",1962,"North America incl. AUS+NZ","Working Democracy",0.858010654927853,0.769543290771394,0.814713947742357,3,3,0.0316157464734939,0.0312689965287925,0.808182832342014,0.1289324246557,"FeC","FeC"
"Australia","AUS",1963,"North America incl. AUS+NZ","Working Democracy",0.87034706345277,0.760819859163417,0.814713947742357,3,3,0.0340263248857162,0.0339693777542129,0.787211520204674,0.144792777155397,"FeC","FeC"
"Australia","AUS",1964,"North America incl. AUS+NZ","Working Democracy",0.869455396504939,0.760819859163417,0.814713947742357,3,3,0.0335058174847898,0.0333816100937531,0.79185906841747,0.141253504003987,"FeC","FeC"
"Australia","AUS",1965,"North America incl. AUS+NZ","Working Democracy",0.869455396504939,0.760819859163417,0.814713947742357,3,3,0.0335058174847898,0.0333816100937531,0.79185906841747,0.141253504003987,"FeC","FeC"
"Australia","AUS",1966,"North America incl. AUS+NZ","Working Democracy",0.869157256497588,0.766770035331223,0.814713947742357,3,3,0.0370206736165813,0.0374054120371989,0.759018678679397,0.166555235666823,"FeC","FeC"
"Australia","AUS",1967,"North America incl. AUS+NZ","Working Democracy",0.87230488741462,0.774745172778416,0.814713947742357,3,3,0.0436169363644976,0.0453891660553667,0.684818433198381,0.226175464381755,"FeC","FeC"
"Australia","AUS",1968,"North America incl. AUS+NZ","Working Democracy",0.87230488741462,0.775584054971403,0.814713947742357,3,3,0.0441262932573001,0.0460372734860553,0.678084271936122,0.231752161320523,"FeC","FeC"
"Australia","AUS",1969,"North America incl. AUS+NZ","Working Democracy",0.859619868930312,0.788143258169184,0.816057908880429,3,3,0.045456657314785,0.0477593896602476,0.659494950099593,0.247289002925375,"FeC","FeC"
"Australia","AUS",1970,"North America incl. AUS+NZ","Working Democracy",0.864917341453526,0.803613202759322,0.816057908880429,4,4,0.0525235854400925,0.0604508856288737,0.412009025643031,0.475016503288003,"Fec","Fec"
"Australia","AUS",1971,"North America incl. AUS+NZ","Working Democracy",0.864917341453526,0.803613202759322,0.816057908880429,4,4,0.0525235854400925,0.0604508856288737,0.412009025643031,0.475016503288003,"Fec","Fec"
"Australia","AUS",1972,"North America incl. AUS+NZ","Working Democracy",0.866731761866842,0.815513959492861,0.810118014470583,4,4,0.032428481642162,0.0425470046265785,0.137345483213868,0.787679030517392,"Fec","Fec"
"Australia","AUS",1973,"North America incl. AUS+NZ","Working Democracy",0.866731761866842,0.826070717162488,0.810350662314048,4,4,0.012788009286185,0.0184452437494012,0.0388028326432352,0.929963914321179,"Fec","Fec"
"Australia","AUS",1975,"North America incl. AUS+NZ","Working Democracy",0.875634411502232,0.816957858267706,0.816292262529221,4,4,0.0403322315796635,0.050996935163749,0.198833188761839,0.709837644494749,"Fec","Fec"
"Australia","AUS",1976,"North America incl. AUS+NZ","Working Democracy",0.876959883297395,0.81654654741441,0.832851882679455,3,3,0.0523738470377013,0.058392847363652,0.497247361176631,0.391985944422016,"FeC","FeC"
"Australia","AUS",1977,"North America incl. AUS+NZ","Working Democracy",0.876948015673284,0.816933873834183,0.832851882679455,3,3,0.05246760002052,0.0586287934319348,0.491118690109632,0.397784916437913,"FeC","FeC"
"Australia","AUS",1978,"North America incl. AUS+NZ","Working Democracy",0.876948015673284,0.816933873834183,0.832851882679455,3,3,0.05246760002052,0.0586287934319348,0.491118690109632,0.397784916437913,"FeC","FeC"
"Australia","AUS",1979,"North America incl. AUS+NZ","Working Democracy",0.876948015673284,0.816933873834183,0.832851882679455,3,3,0.05246760002052,0.0586287934319348,0.491118690109632,0.397784916437913,"FeC","FeC"
"Australia","AUS",1980,"North America incl. AUS+NZ","Working Democracy",0.878607141739874,0.826420781251948,0.838607830822995,3,3,0.0527681083352078,0.0598650254161568,0.450104836179167,0.437262030069468,"FeC","FeC"
"Australia","AUS",1981,"North America incl. AUS+NZ","Working Democracy",0.878607141739874,0.826420781251948,0.838607830822995,3,3,0.0527681083352078,0.0598650254161568,0.450104836179167,0.437262030069468,"FeC","FeC"
"Australia","AUS",1982,"North America incl. AUS+NZ","Working Democracy",0.878607141739874,0.826420781251948,0.838607830822995,3,3,0.0527681083352078,0.0598650254161568,0.450104836179167,0.437262030069468,"FeC","FeC"
"Australia","AUS",1984,"North America incl. AUS+NZ","Working Democracy",0.827230324337522,0.883956242505802,0.83467781801655,2,1,0.00915869913098032,0.986959133198606,0.00139877060650358,0.00248339706390958,"fEc","fEc"
"Australia","AUS",1985,"North America incl. AUS+NZ","Working Democracy",0.825765784690911,0.882672653115191,0.835081181379626,2,1,0.0184157928224976,0.974479431629403,0.00260436795462431,0.00450040759347531,"fEc","fEc"
"Australia","AUS",1986,"North America incl. AUS+NZ","Working Democracy",0.825781461465427,0.882672653115191,0.835081181379626,2,1,0.0183322722753025,0.974590311646915,0.00259402074917495,0.00448339532860745,"fEc","fEc"
"Australia","AUS",1990,"North America incl. AUS+NZ","Working Democracy",0.833301886432677,0.885949796782251,0.835081181379626,2,1,0.0038187799212327,0.994091372245281,0.000715325337833377,0.00137452249565315,"fEc","fEc"
"Australia","AUS",1991,"North America incl. AUS+NZ","Working Democracy",0.833301886432677,0.885580901559168,0.835081181379626,2,1,0.00380288275123507,0.994117173572334,0.00071202372061751,0.00136791995581301,"fEc","fEc"
"Australia","AUS",1992,"North America incl. AUS+NZ","Working Democracy",0.833301886432677,0.885580901559168,0.835081181379626,2,1,0.00380288275123507,0.994117173572334,0.00071202372061751,0.00136791995581301,"fEc","fEc"
"Australia","AUS",1993,"North America incl. AUS+NZ","Working Democracy",0.829167825755768,0.885605724898103,0.835081181379626,2,1,0.00485249037829296,0.992933975455482,0.000786429564472491,0.00142710460175267,"fEc","fEc"
"Australia","AUS",1994,"North America incl. AUS+NZ","Working Democracy",0.829167825755768,0.885605724898103,0.835081181379626,2,1,0.00485249037829296,0.992933975455482,0.000786429564472491,0.00142710460175267,"fEc","fEc"
"Australia","AUS",1995,"North America incl. AUS+NZ","Working Democracy",0.829167825755768,0.885605724898103,0.835081181379626,2,1,0.00485249037829296,0.992933975455482,0.000786429564472491,0.00142710460175267,"fEc","fEc"
"Australia","AUS",2010,"North America incl. AUS+NZ","Working Democracy",0.852491233488151,0.896220591892545,0.840647743875594,2,1,0.0564768962140923,0.88729210738283,0.0165631493769247,0.0396678470261526,"fEc","fEc"
"Australia","AUS",2011,"North America incl. AUS+NZ","Working Democracy",0.852491233488151,0.896296078996723,0.840647743875594,2,1,0.0563925742114719,0.887501917037939,0.0165297330271944,0.0395757757233943,"fEc","fEc"
